[872, 605]
[folio, [34.0, 32.0, 84.0, 18.0], UkZQrCqTwL, 6457242]
[section-title, [260.0, 32.0, 72.0, 30.0], 2VZM_rYeeP, 6457242]
[paragraph, [34.0, 72.0, 263.0, 18.0], BPrxZxuA3p, 6457242]
[paragraph, [34.0, 90.0, 263.0, 18.0], BPrxZxuA3p, 6457242]
[paragraph, [34.0, 108.0, 263.0, 18.0], BPrxZxuA3p, 6457242]
[paragraph, [34.0, 126.0, 263.0, 18.0], BPrxZxuA3p, 6457242]
[paragraph, [313.0, 72.0, 246.0, 18.0], Skj1xjTHWi, 6457242]
[paragraph, [313.0, 90.0, 246.0, 18.0], Skj1xjTHWi, 6457242]
[paragraph, [302.0, 109.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 127.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 145.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 163.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 181.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 199.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 217.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 235.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [302.0, 253.0, 261.0, 18.0], IJP6oU15P8, 6457242]
[paragraph, [51.0, 141.0, 236.0, 18.0], BX6j0E7mzo, 6457242]
[paragraph, [51.0, 159.0, 236.0, 18.0], BX6j0E7mzo, 6457242]
[paragraph, [37.0, 175.0, 264.0, 18.0], bwz7ASqMO9, 6457242]
[paragraph, [37.0, 193.0, 264.0, 18.0], bwz7ASqMO9, 6457242]
[paragraph, [37.0, 211.0, 264.0, 18.0], bwz7ASqMO9, 6457242]
[paragraph, [37.0, 229.0, 264.0, 18.0], bwz7ASqMO9, 6457242]
[paragraph, [39.0, 259.0, 263.0, 18.0], aEBeBHPjn2, 6457242]
[paragraph, [39.0, 277.0, 263.0, 18.0], aEBeBHPjn2, 6457242]
[paragraph, [39.0, 295.0, 263.0, 18.0], aEBeBHPjn2, 6457242]
[paragraph, [39.0, 313.0, 263.0, 18.0], aEBeBHPjn2, 6457242]
[paragraph, [39.0, 331.0, 263.0, 18.0], aEBeBHPjn2, 6457242]
[paragraph, [302.0, 281.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 299.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 317.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 335.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 353.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 371.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 389.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 407.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [302.0, 425.0, 263.0, 18.0], b97Bi9Ecdy, 6457242]
[paragraph, [49.0, 362.0, 139.0, 18.0], jTCoYN-uGF, 6457242]
[paragraph, [52.0, 378.0, 250.0, 18.0], xLw3NYm6sT, 6457242]
[paragraph, [52.0, 396.0, 250.0, 18.0], xLw3NYm6sT, 6457242]
[paragraph, [36.0, 415.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 433.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 451.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 469.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 487.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 505.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [36.0, 523.0, 267.0, 18.0], _wImIFTN0_, 6457242]
[paragraph, [304.0, 463.0, 262.0, 18.0], m8F4_sEm6k, 6457242]
[paragraph, [304.0, 481.0, 262.0, 18.0], m8F4_sEm6k, 6457242]
[paragraph, [304.0, 497.0, 265.0, 18.0], bpNmfQxYBq, 6457242]
[paragraph, [304.0, 515.0, 265.0, 18.0], bpNmfQxYBq, 6457242]
[reference, [305.0, 535.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 553.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 571.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 589.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 607.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 625.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 643.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 661.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 679.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 697.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 715.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 733.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 751.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 769.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 787.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[reference, [305.0, 805.0, 263.0, 18.0], shoonya_0s0ZVW6UPW944F, 6457242]
[paragraph, [36.0, 551.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 569.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 587.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 605.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 623.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 641.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [36.0, 659.0, 268.0, 18.0], JiGi9-Qq7x, 6457242]
[paragraph, [50.0, 675.0, 171.0, 18.0], ANnKeJEfzW, 6457242]
[paragraph, [55.0, 690.0, 251.0, 18.0], NoBq3wzso6, 6457242]
[paragraph, [55.0, 708.0, 251.0, 18.0], NoBq3wzso6, 6457242]
[reference, [42.0, 728.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
[reference, [42.0, 746.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
[reference, [42.0, 764.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
[reference, [42.0, 782.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
[reference, [42.0, 800.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
[reference, [42.0, 818.0, 263.0, 18.0], aZ0MxnGu3k, 6457242]
