[1275, 892]
[chapter-title, [411.0, 52.0, 174.0, 30.0], shoonya_6sF0S9CGWJGE4A, 5776611]
[paragraph, [183.0, 89.0, 633.0, 18.0], shoonya_3s8I8IQNNQYHDA, 5776611]
[paragraph, [183.0, 107.0, 633.0, 18.0], shoonya_3s8I8IQNNQYHDA, 5776611]
[paragraph, [183.0, 125.0, 633.0, 18.0], shoonya_3s8I8IQNNQYHDA, 5776611]
[paragraph, [183.0, 143.0, 633.0, 18.0], shoonya_3s8I8IQNNQYHDA, 5776611]
[paragraph, [183.0, 161.0, 633.0, 18.0], shoonya_3s8I8IQNNQYHDA, 5776611]
[paragraph, [182.0, 190.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 208.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 226.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 244.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 262.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 280.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 298.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [182.0, 316.0, 633.0, 18.0], shoonya_2sW00UPDCHBQ5F, 5776611]
[paragraph, [183.0, 343.0, 631.0, 18.0], shoonya_4sR7VK6XNP2K1P, 5776611]
[paragraph, [183.0, 361.0, 631.0, 18.0], shoonya_4sR7VK6XNP2K1P, 5776611]
[paragraph, [183.0, 379.0, 631.0, 18.0], shoonya_4sR7VK6XNP2K1P, 5776611]
[paragraph, [183.0, 397.0, 631.0, 18.0], shoonya_4sR7VK6XNP2K1P, 5776611]
[paragraph, [183.0, 421.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 439.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 457.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 475.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 493.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 511.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 529.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 547.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 565.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 583.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 601.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 619.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 637.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 655.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 673.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 691.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 709.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [183.0, 727.0, 633.0, 18.0], shoonya_0sYQUZCWHKG1VL, 5776611]
[paragraph, [184.0, 745.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 763.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 781.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 799.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 817.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 835.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 853.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 871.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[paragraph, [184.0, 889.0, 632.0, 18.0], shoonya_1sY78V4B4CHCDV, 5776611]
[section-title, [392.0, 950.0, 230.0, 30.0], shoonya_7s03Z3XIB65PON, 5776611]
[paragraph, [188.0, 1022.0, 632.0, 18.0], shoonya_5s2VRS3YHM1WK5, 5776611]
[paragraph, [188.0, 1040.0, 632.0, 18.0], shoonya_5s2VRS3YHM1WK5, 5776611]
[paragraph, [188.0, 1058.0, 632.0, 18.0], shoonya_5s2VRS3YHM1WK5, 5776611]
[paragraph, [188.0, 1076.0, 632.0, 18.0], shoonya_5s2VRS3YHM1WK5, 5776611]
