[2339, 1656]
[section-title, [611.0, 737.0, 423.0, 52.5], _nZ41ww33J, 5656497]
[section-title, [611.0, 789.5, 423.0, 52.5], _nZ41ww33J, 5656497]
[unordered-list, [237.0, 883.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 919.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 955.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 991.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1027.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1063.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1099.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1135.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1171.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1207.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[unordered-list, [237.0, 1243.0, 1224.0, 36.0], shoonya_0sYMPTUFJSIGUG, 5656497]
[section-title, [292.0, 1395.0, 1075.0, 52.5], lr6oM4oj3E, 5656497]
[section-title, [292.0, 1447.5, 1075.0, 52.5], lr6oM4oj3E, 5656497]
[section-title, [292.0, 1500.0, 1075.0, 52.5], lr6oM4oj3E, 5656497]
[unordered-list, [204.0, 1564.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1600.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1636.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1672.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1708.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1744.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1780.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1816.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1852.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1888.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1924.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1960.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 1996.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 2032.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 2068.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
[unordered-list, [204.0, 2104.0, 1330.0, 36.0], shoonya_1s4NE3BUEI0OJD, 5656497]
