[1818, 1374]
[folio, [486.0, 105.0, 401.0, 36.0], shoonya_1sQNYRDWG30W45, 5682891]
[paragraph, [111.0, 178.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 214.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 250.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 286.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 322.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 358.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 394.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 430.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 466.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 502.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 538.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 574.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 610.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 646.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 682.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 718.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 754.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 790.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 826.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 862.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 898.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 934.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 970.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1006.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1042.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1078.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1114.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1150.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1186.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1222.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1258.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1294.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1330.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1366.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1402.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1438.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1474.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1510.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1546.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1582.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1618.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [111.0, 1654.0, 566.0, 36.0], IvWjXHoEM3, 5682891]
[paragraph, [693.0, 178.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 214.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 250.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 286.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 322.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 358.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 394.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 430.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
