[792, 612]
[folio, [265.0, 53.0, 115.0, 18.0], W5yDpTcweM, 6493621]
[section-title, [218.0, 106.0, 101.0, 30.0], XMsduZunHv, 6493621]
[author, [223.0, 148.0, 103.0, 18.0], nXZvvR25tv, 6493621]
[paragraph, [208.0, 196.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 214.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 232.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 250.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 268.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 286.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 304.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 322.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 340.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 358.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 376.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 394.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 412.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 430.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 448.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 466.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 484.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 502.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 520.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 538.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 556.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 574.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 592.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
[paragraph, [208.0, 610.0, 220.0, 18.0], 5iBWoDi53t, 6493621]
