[1839, 1268]
[section-title, [238.0, 207.0, 549.0, 49.5], shoonya_0sT6X22117FBOK, 5743508]
[paragraph, [217.0, 380.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 416.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 452.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 488.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 524.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 560.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 596.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 632.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 668.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 704.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 740.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 776.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 812.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 848.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 884.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 920.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 956.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 992.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 1028.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 1064.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 1100.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [217.0, 1136.0, 936.0, 36.0], M8GD3ZDopY, 5743508]
[paragraph, [221.0, 1236.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1272.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1308.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1344.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1380.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1416.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1452.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1488.0, 936.0, 36.0], GMnypWkaUC, 5743508]
[paragraph, [221.0, 1524.0, 936.0, 36.0], GMnypWkaUC, 5743508]
