[1753, 1240]
[sub-section-title, [664.0, 125.0, 162.0, 36.0], heYSKMMS8e, 5715262]
[unordered-list, [661.0, 151.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 187.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 223.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 259.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 295.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 331.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 367.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[unordered-list, [661.0, 403.0, 518.0, 36.0], shoonya_4s0VAHUTPHABMH, 5715262]
[paragraph, [88.0, 159.0, 528.0, 36.0], I_IBent5bw, 5715262]
[paragraph, [94.0, 226.0, 514.0, 36.0], Xe2dv2853w, 5715262]
[paragraph, [94.0, 262.0, 514.0, 36.0], Xe2dv2853w, 5715262]
[unordered-list, [89.0, 362.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 398.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 434.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 470.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 506.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 542.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 578.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 614.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 650.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 686.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 722.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 758.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 794.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 830.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 866.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 902.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [89.0, 938.0, 532.0, 36.0], shoonya_5sKJTKOQWR0XON, 5715262]
[unordered-list, [663.0, 492.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 528.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 564.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 600.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 636.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 672.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 708.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 744.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 780.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 816.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 852.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 888.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 924.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [663.0, 960.0, 516.0, 36.0], IoCSWhlQ7N, 5715262]
[unordered-list, [89.0, 1021.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
[unordered-list, [89.0, 1057.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
[unordered-list, [89.0, 1093.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
[unordered-list, [89.0, 1129.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
[unordered-list, [89.0, 1165.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
[unordered-list, [89.0, 1201.0, 449.0, 36.0], jv0lD3ceUF, 5715262]
