[2200, 1700]
[paragraph, [373.0, 116.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 152.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 188.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 224.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 260.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 296.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 332.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 368.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 404.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 440.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 476.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 512.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 548.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 584.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [373.0, 620.0, 1133.0, 36.0], shoonya_0s1HYAOL8GHHJN, 5733926]
[paragraph, [368.0, 684.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 720.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 756.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 792.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 828.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 864.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 900.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 936.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 972.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1008.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1044.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1080.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1116.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1152.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1188.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1224.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1260.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1296.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1332.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1368.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1404.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1440.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1476.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1512.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1548.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1584.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1620.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1656.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1692.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1728.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1764.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1800.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1836.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [368.0, 1872.0, 1143.0, 36.0], shoonya_1s6GME5YGKTQP0, 5733926]
[paragraph, [372.0, 1939.0, 1131.0, 36.0], shoonya_2s1AY5K5NJ5VMI, 5733926]
[paragraph, [372.0, 1975.0, 1131.0, 36.0], shoonya_2s1AY5K5NJ5VMI, 5733926]
[paragraph, [372.0, 2011.0, 1131.0, 36.0], shoonya_2s1AY5K5NJ5VMI, 5733926]
