[872, 605]
[section-title, [268.0, 33.0, 74.0, 30.0], qIR_yhyTST, 6457391]
[folio, [42.0, 36.0, 88.0, 18.0], CWhwuvXkO9, 6457391]
[paragraph, [37.0, 66.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 84.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 102.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 120.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 138.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 156.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 174.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 192.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 210.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 228.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 246.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 264.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 282.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 300.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 318.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 336.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 354.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 372.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [37.0, 390.0, 266.0, 18.0], shoonya_0s1R5BBNJMPLDM, 6457391]
[paragraph, [305.0, 72.0, 255.0, 18.0], qPLLpS72z5, 6457391]
[paragraph, [305.0, 90.0, 255.0, 18.0], qPLLpS72z5, 6457391]
[paragraph, [305.0, 109.0, 226.0, 18.0], o1iGZZqP_2, 6457391]
[paragraph, [304.0, 125.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [304.0, 143.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [304.0, 161.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [304.0, 179.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [304.0, 197.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [304.0, 215.0, 257.0, 18.0], 3RvYiWKcBL, 6457391]
[paragraph, [303.0, 247.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 265.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 283.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 301.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 319.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 337.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 355.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [303.0, 373.0, 259.0, 18.0], M2xbes8zA2, 6457391]
[paragraph, [304.0, 401.0, 252.0, 18.0], E8v9Ex7Zxh, 6457391]
[paragraph, [303.0, 417.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 435.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 453.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 471.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 489.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 507.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 525.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 543.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 561.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 579.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 597.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 615.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 633.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 651.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [303.0, 669.0, 262.0, 18.0], 91_qpcd3pP, 6457391]
[paragraph, [37.0, 419.0, 264.0, 18.0], 5IfoPk-Du-, 6457391]
[paragraph, [37.0, 437.0, 264.0, 18.0], 5IfoPk-Du-, 6457391]
[paragraph, [37.0, 455.0, 264.0, 18.0], 5IfoPk-Du-, 6457391]
[paragraph, [37.0, 473.0, 264.0, 18.0], 5IfoPk-Du-, 6457391]
[paragraph, [40.0, 487.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 505.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
