[1320, 1176]
[folio, [937.0, 57.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[folio, [937.0, 75.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[folio, [937.0, 93.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[folio, [937.0, 111.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[folio, [937.0, 129.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[folio, [937.0, 147.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[paragraph, [424.0, 175.0, 327.0, 18.0], pWV5OQaPL_, 5694564]
[paragraph, [424.0, 193.0, 327.0, 18.0], pWV5OQaPL_, 5694564]
[paragraph, [424.0, 211.0, 327.0, 18.0], pWV5OQaPL_, 5694564]
[paragraph, [424.0, 229.0, 327.0, 18.0], pWV5OQaPL_, 5694564]
[section-title, [66.0, 177.0, 261.0, 30.0], FE3J996joT, 5694564]
[paragraph, [757.0, 185.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 203.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 221.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 239.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 257.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 275.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 293.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 311.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 329.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 347.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 365.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 383.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 401.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 419.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 437.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 455.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 473.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 491.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 509.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 527.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 545.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 563.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 581.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [757.0, 599.0, 338.0, 18.0], qXVytz_fsL, 5694564]
[paragraph, [79.0, 217.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 235.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 253.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 271.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 289.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 307.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 325.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 343.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 361.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 379.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 397.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 415.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 433.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 451.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 469.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 487.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 505.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 523.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 541.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 559.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 577.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 595.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 613.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 631.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 649.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 667.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 685.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [79.0, 703.0, 327.0, 18.0], shoonya_4sYLOEOF6HNV63, 5694564]
[paragraph, [427.0, 245.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [427.0, 263.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [427.0, 281.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [427.0, 299.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [427.0, 317.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [427.0, 335.0, 323.0, 18.0], shoonya_5sBWNCTM36DYRI, 5694564]
[paragraph, [428.0, 358.0, 318.0, 18.0], shoonya_1sT6DMYHEOFC0Y, 5694564]
[paragraph, [428.0, 376.0, 318.0, 18.0], shoonya_1sT6DMYHEOFC0Y, 5694564]
[paragraph, [428.0, 394.0, 318.0, 18.0], shoonya_1sT6DMYHEOFC0Y, 5694564]
[paragraph, [424.0, 416.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 434.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 452.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 470.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 488.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 506.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [424.0, 524.0, 321.0, 18.0], shoonya_0s0NVND0Q5UBS6, 5694564]
[paragraph, [422.0, 545.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 563.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 581.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 599.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 617.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 635.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[paragraph, [422.0, 653.0, 327.0, 18.0], Uy4y4-KOLG, 5694564]
[sub-section-title, [750.0, 618.0, 347.0, 25.5], 3gm9ZhP1ll, 5694564]
[sub-section-title, [750.0, 643.5, 347.0, 25.5], 3gm9ZhP1ll, 5694564]
[sub-section-title, [750.0, 669.0, 347.0, 25.5], 3gm9ZhP1ll, 5694564]
[sub-section-title, [409.0, 664.0, 246.0, 25.5], zfAZHY6kp5, 5694564]
[paragraph, [413.0, 704.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 722.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 740.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 758.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 776.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 794.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 812.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 830.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[paragraph, [413.0, 848.0, 338.0, 18.0], s6iiuPMtCH, 5694564]
[ordered-list, [79.0, 716.0, 328.0, 18.0], shoonya_6s1HMVEDCE9PWM, 5694564]
[ordered-list, [79.0, 734.0, 328.0, 18.0], shoonya_6s1HMVEDCE9PWM, 5694564]
[ordered-list, [79.0, 752.0, 328.0, 18.0], shoonya_6s1HMVEDCE9PWM, 5694564]
[ordered-list, [79.0, 770.0, 328.0, 18.0], shoonya_6s1HMVEDCE9PWM, 5694564]
[paragraph, [750.0, 717.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 735.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 753.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 771.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
