[842, 595]
[section-title, [220.0, 66.0, 174.0, 30.0], MumWU6_GcO, 5688852]
[sub-section-title, [208.0, 101.0, 194.0, 25.5], AyGeynOsGh, 5688852]
[paragraph, [71.0, 166.0, 464.0, 18.0], bv8zf5uSp2, 5688852]
[ordered-list, [64.0, 210.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 228.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 246.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 264.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 282.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 300.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 318.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 336.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 354.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 372.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 390.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[ordered-list, [64.0, 408.0, 452.0, 18.0], hgVguR9F8N, 5688852]
[sub-unordered-list, [124.0, 217.0, 252.0, 18.0], tCoNXRC3MM, 5688852]
[sub-unordered-list, [124.0, 235.0, 252.0, 18.0], tCoNXRC3MM, 5688852]
[sub-unordered-list, [124.0, 253.0, 252.0, 18.0], tCoNXRC3MM, 5688852]
[sub-unordered-list, [127.0, 301.0, 155.0, 18.0], sdP9ywAeKx, 5688852]
[sub-unordered-list, [127.0, 319.0, 155.0, 18.0], sdP9ywAeKx, 5688852]
[sub-unordered-list, [127.0, 349.0, 200.0, 18.0], 7k7mzzonsE, 5688852]
[sub-unordered-list, [127.0, 367.0, 200.0, 18.0], 7k7mzzonsE, 5688852]
[sub-unordered-list, [122.0, 402.0, 159.0, 18.0], XkjFFQtfYq, 5688852]
[reference, [90.0, 477.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 495.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 513.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 531.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 549.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 567.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 585.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 603.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 621.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 639.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 657.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 675.0, 449.0, 18.0], qLufz4yzNp, 5688852]
[reference, [90.0, 693.0, 449.0, 18.0], qLufz4yzNp, 5688852]
