[842, 596]
[section-title, [200.0, 41.0, 194.0, 30.0], shoonya_1sESP09O40KKFH, 6491054]
[unordered-list, [40.0, 77.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 95.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 113.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 131.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 149.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 167.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 185.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 203.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 221.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 239.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 257.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 275.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 293.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 311.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 329.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 347.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 365.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 383.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 401.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 419.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 437.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 455.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 473.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 491.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 509.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 527.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 545.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 563.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 581.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 599.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 617.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 635.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 653.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 671.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 689.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 707.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[unordered-list, [40.0, 725.0, 514.0, 18.0], fDG1Oq7g1o, 6491054]
[footnote, [133.0, 756.0, 355.0, 18.0], cYR46S03xx, 6491054]
[footnote, [133.0, 774.0, 355.0, 18.0], cYR46S03xx, 6491054]
