[2334, 1650]
[paragraph, [305.0, 184.0, 1138.0, 36.0], shoonya_3s9R3RS80XBVRH, 5653094]
[paragraph, [305.0, 220.0, 1138.0, 36.0], shoonya_3s9R3RS80XBVRH, 5653094]
[paragraph, [305.0, 256.0, 1138.0, 36.0], shoonya_3s9R3RS80XBVRH, 5653094]
[paragraph, [313.0, 301.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 337.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 373.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 409.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 445.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 481.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 517.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 553.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 589.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 625.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 661.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 697.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 733.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 769.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [313.0, 805.0, 1129.0, 36.0], shoonya_1sQYPJPKM0QD8N, 5653094]
[paragraph, [319.0, 866.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 902.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 938.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 974.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1010.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1046.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1082.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1118.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1154.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1190.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1226.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1262.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1298.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1334.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1370.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1406.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1442.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1478.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1514.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1550.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [319.0, 1586.0, 1120.0, 36.0], shoonya_0sJU6IIA2X30GG, 5653094]
[paragraph, [317.0, 1649.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1685.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1721.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1757.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1793.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1829.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1865.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1901.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1937.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 1973.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[paragraph, [317.0, 2009.0, 1123.0, 36.0], shoonya_2s5RTJJ9QF95KE, 5653094]
[folio, [379.0, 2094.0, 358.0, 36.0], 3qZrvTylM2, 5653094]
