[903, 612]
[chapter-title, [307.0, 23.0, 90.0, 30.0], shoonya_1sU32S3HGG39EH, 6460608]
[paragraph, [113.0, 74.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 92.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 110.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 128.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 146.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 164.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 182.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 200.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 218.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 236.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 254.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 272.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 290.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 308.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 326.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 344.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 362.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 380.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 398.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 416.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 434.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 452.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 470.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 488.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 506.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 524.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 542.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 560.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 578.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 596.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 614.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 632.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 650.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 668.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 686.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 704.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 722.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[paragraph, [113.0, 740.0, 476.0, 18.0], shoonya_0sMF5ZOXZD6TWG, 6460608]
[jumpline, [312.0, 793.0, 81.0, 18.0], 8gIhRIp_VM, 6460608]
[jumpline, [312.0, 811.0, 81.0, 18.0], 8gIhRIp_VM, 6460608]
