[6000, 4167]
[folio, [1182.0, 598.0, 1812.0, 52.5], VeSAnkjd95, 5721587]
[folio, [1182.0, 650.5, 1812.0, 52.5], VeSAnkjd95, 5721587]
[folio, [1182.0, 703.0, 1812.0, 52.5], VeSAnkjd95, 5721587]
[folio, [1182.0, 755.5, 1812.0, 52.5], VeSAnkjd95, 5721587]
[paragraph, [596.0, 884.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 936.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 989.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1041.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1094.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1146.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1199.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1251.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1304.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1356.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1409.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1461.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1514.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1566.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1619.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1671.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1724.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1776.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1829.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1881.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1934.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 1986.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2039.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2091.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2144.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2196.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2249.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2301.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2354.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2406.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2459.0, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2511.5, 3001.0, 52.5], shoonya_0sIX173PEBW81K, 5721587]
[paragraph, [596.0, 2616.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2668.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2721.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2773.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2826.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
