[709, 412]
[folio, [169.0, 34.0, 48.0, 18.0], RmbT08huyw, 5740636]
[paragraph, [24.0, 55.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 73.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 91.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 109.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 127.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 145.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 163.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 181.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 199.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 217.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 235.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 253.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 271.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 289.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 307.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 325.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 343.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 361.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 379.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 397.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 415.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 433.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 451.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 469.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 487.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 505.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 523.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 541.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 559.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 577.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 595.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 613.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 631.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [24.0, 649.0, 177.0, 18.0], d0rvaLcFOl, 5740636]
[paragraph, [201.0, 58.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 76.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 94.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 112.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 130.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 148.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 166.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 184.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 202.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 220.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 238.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 256.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 274.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 292.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 310.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 328.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 346.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 364.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 382.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 400.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 418.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 436.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 454.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 472.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 490.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 508.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 526.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 544.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 562.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 580.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 598.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 616.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 634.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
[paragraph, [201.0, 652.0, 182.0, 18.0], shoonya_0sL5KWXSFZUU1N, 5740636]
