[940, 612]
[chapter-title, [248.0, 138.0, 145.0, 30.0], bWnOVLFG_O, 6460762]
[paragraph, [122.0, 187.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 205.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 223.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 241.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 259.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 277.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 295.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 313.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 331.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 349.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 367.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 385.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 403.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 421.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 439.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 457.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 475.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 493.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 511.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 529.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 547.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 565.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 583.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 601.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 619.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 637.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 655.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 673.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 691.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [122.0, 709.0, 390.0, 18.0], shoonya_0sJHR841FDB78B, 6460762]
[paragraph, [121.0, 730.0, 379.0, 18.0], hmP7kF-4bV, 6460762]
[paragraph, [121.0, 748.0, 379.0, 18.0], hmP7kF-4bV, 6460762]
[paragraph, [121.0, 766.0, 379.0, 18.0], hmP7kF-4bV, 6460762]
