[1437, 878]
[chapter-title, [295.0, 78.0, 357.0, 30.0], 0jiCefLCXK, 5769986]
[paragraph, [79.0, 136.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 154.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 172.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 190.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 208.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 226.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 244.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 262.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 280.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 298.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 316.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [79.0, 334.0, 359.0, 18.0], shoonya_0sZ6LOZV1AZZX7, 5769986]
[paragraph, [443.0, 137.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 155.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 173.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 191.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 209.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 227.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 245.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 263.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 281.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [443.0, 299.0, 365.0, 18.0], Qb1IOW6Dbg, 5769986]
[paragraph, [446.0, 332.0, 330.0, 18.0], BoiKt4cIek, 5769986]
[paragraph, [446.0, 350.0, 330.0, 18.0], BoiKt4cIek, 5769986]
[paragraph, [446.0, 368.0, 330.0, 18.0], BoiKt4cIek, 5769986]
[paragraph, [440.0, 392.0, 364.0, 18.0], wSxIh5xPs5, 5769986]
[paragraph, [440.0, 410.0, 364.0, 18.0], wSxIh5xPs5, 5769986]
[paragraph, [440.0, 428.0, 364.0, 18.0], wSxIh5xPs5, 5769986]
[paragraph, [74.0, 395.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 413.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 431.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 449.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 467.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 485.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 503.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 521.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 539.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 557.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 575.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 593.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 611.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
