[1320, 1176]
[folio, [940.0, 62.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[folio, [940.0, 80.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[folio, [940.0, 98.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[folio, [940.0, 116.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[folio, [940.0, 134.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[paragraph, [63.0, 173.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 191.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 209.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 227.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 245.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 263.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 281.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 299.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 317.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 335.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 353.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 371.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 389.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 407.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 425.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 443.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 461.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 479.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 497.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 515.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 533.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 551.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 569.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 587.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 605.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 623.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 641.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[paragraph, [63.0, 659.0, 344.0, 18.0], shoonya_1sCA7SC2AUTLDK, 5694400]
[headline, [415.0, 180.0, 689.0, 25.5], KyU9tfyA9E, 5694400]
[author, [621.0, 234.0, 266.0, 18.0], fH5os9funs, 5694400]
[paragraph, [760.0, 266.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 284.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 302.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 320.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 338.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 356.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 374.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 392.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 410.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 428.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 446.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 464.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 482.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 500.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 518.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 536.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 554.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 572.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 590.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 608.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 626.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 644.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 662.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 680.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 698.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [760.0, 716.0, 341.0, 18.0], j5zHY2po7w, 5694400]
[paragraph, [412.0, 269.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 287.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 305.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 323.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 341.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 359.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 377.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 395.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 413.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 431.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 449.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 467.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 485.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 503.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [412.0, 521.0, 343.0, 18.0], shoonya_3sB7TNEKZY6YD6, 5694400]
[paragraph, [409.0, 562.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 580.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 598.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 616.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 634.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 652.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 670.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 688.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 706.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 724.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 742.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 760.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 778.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 796.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 814.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 832.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[paragraph, [409.0, 850.0, 342.0, 18.0], shoonya_2sO87CXCPS6J2Q, 5694400]
[section-title, [103.0, 694.0, 295.0, 30.0], BeDliJmwZQ, 5694400]
[paragraph, [64.0, 735.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 753.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 771.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 789.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 807.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 825.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 843.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 861.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 879.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 897.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 915.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 933.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 951.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 969.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 987.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1005.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1023.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1041.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
