[1763, 1275]
[paragraph, [624.0, 0.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 36.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 72.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 108.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 144.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 180.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 216.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 252.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 288.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 324.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 360.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 396.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 432.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [624.0, 468.0, 381.0, 36.0], shoonya_13sGG94YXY99VC, 5712306]
[paragraph, [20.0, 34.0, 588.0, 36.0], shoonya_4sCIXSN5EAMS4I, 5712306]
[paragraph, [20.0, 70.0, 588.0, 36.0], shoonya_4sCIXSN5EAMS4I, 5712306]
[paragraph, [20.0, 106.0, 588.0, 36.0], shoonya_4sCIXSN5EAMS4I, 5712306]
[paragraph, [19.0, 172.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 208.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 244.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 280.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 316.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 352.0, 590.0, 36.0], shoonya_2s0AVZSZSXLPRD, 5712306]
[paragraph, [19.0, 404.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 440.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 476.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 512.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 548.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 584.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 620.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 656.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [19.0, 692.0, 592.0, 36.0], shoonya_3sIH3JI713HREH, 5712306]
[paragraph, [620.0, 507.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 543.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 579.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 615.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 651.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
[paragraph, [620.0, 687.0, 590.0, 36.0], shoonya_8sOZEQ23QHSH1Q, 5712306]
