[2200, 1700]
[section-title, [188.0, 259.0, 373.0, 52.5], shoonya_7s3OIZQZ2STBSS, 5658962]
[unordered-list, [247.0, 331.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 367.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 403.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 439.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 475.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 511.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 547.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 583.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 619.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[unordered-list, [247.0, 655.0, 1280.0, 36.0], shoonya_1sKYHRKOXN95QK, 5658962]
[section-title, [164.0, 757.0, 899.0, 52.5], shoonya_8s12B39OSPTDAQ, 5658962]
[unordered-list, [228.0, 820.0, 1287.0, 36.0], shoonya_9sUOBU34R5K4QK, 5658962]
[unordered-list, [228.0, 856.0, 1287.0, 36.0], shoonya_9sUOBU34R5K4QK, 5658962]
[unordered-list, [228.0, 892.0, 1287.0, 36.0], shoonya_9sUOBU34R5K4QK, 5658962]
[unordered-list, [228.0, 928.0, 1287.0, 36.0], shoonya_9sUOBU34R5K4QK, 5658962]
[unordered-list, [228.0, 964.0, 1287.0, 36.0], shoonya_9sUOBU34R5K4QK, 5658962]
[sub-section-title, [178.0, 1186.0, 626.0, 55.5], shoonya_4sYYJRY4AJ2XNS, 5658962]
[unordered-list, [232.0, 1253.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1289.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1325.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1361.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1397.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1433.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1469.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1505.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1541.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1577.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1613.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[unordered-list, [232.0, 1649.0, 1296.0, 36.0], shoonya_0sUYUM56A324MC, 5658962]
[sub-section-title, [177.0, 1732.0, 473.0, 55.5], shoonya_6sIWBLXZBJWGP7, 5658962]
[unordered-list, [243.0, 1802.0, 1278.0, 36.0], shoonya_2sUWVT7CCPR40Y, 5658962]
[unordered-list, [243.0, 1838.0, 1278.0, 36.0], shoonya_2sUWVT7CCPR40Y, 5658962]
[unordered-list, [243.0, 1874.0, 1278.0, 36.0], shoonya_2sUWVT7CCPR40Y, 5658962]
[unordered-list, [243.0, 1910.0, 1278.0, 36.0], shoonya_2sUWVT7CCPR40Y, 5658962]
[unordered-list, [243.0, 1946.0, 1278.0, 36.0], shoonya_2sUWVT7CCPR40Y, 5658962]
