[1787, 1218]
[paragraph, [88.0, 88.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 124.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 160.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 196.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 232.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 268.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 304.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 340.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 376.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 412.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 448.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [88.0, 484.0, 1041.0, 36.0], shoonya_0sMZ0LWWEZPMCV, 5650907]
[paragraph, [92.0, 517.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 553.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 589.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 625.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 661.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 697.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 733.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [92.0, 769.0, 1033.0, 36.0], shoonya_1s2KY4V8A7Z6EC, 5650907]
[paragraph, [89.0, 818.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 854.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 890.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 926.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 962.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 998.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1034.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1070.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1106.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1142.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1178.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1214.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [89.0, 1250.0, 1021.0, 36.0], shoonya_4sYYLCAB62R7V2, 5650907]
[paragraph, [100.0, 1282.0, 1011.0, 36.0], FM8OmjB6yO, 5650907]
[paragraph, [100.0, 1318.0, 1011.0, 36.0], FM8OmjB6yO, 5650907]
[paragraph, [100.0, 1354.0, 1011.0, 36.0], FM8OmjB6yO, 5650907]
[paragraph, [100.0, 1390.0, 1011.0, 36.0], FM8OmjB6yO, 5650907]
[paragraph, [100.0, 1426.0, 1011.0, 36.0], FM8OmjB6yO, 5650907]
[paragraph, [111.0, 1457.0, 990.0, 36.0], shoonya_2s3UJEVLG1IIH3, 5650907]
[paragraph, [111.0, 1493.0, 990.0, 36.0], shoonya_2s3UJEVLG1IIH3, 5650907]
[paragraph, [111.0, 1529.0, 990.0, 36.0], shoonya_2s3UJEVLG1IIH3, 5650907]
[paragraph, [111.0, 1565.0, 990.0, 36.0], shoonya_2s3UJEVLG1IIH3, 5650907]
[footnote, [458.0, 1637.0, 226.0, 36.0], ueT_A0fNf0, 5650907]
