[1755, 1241]
[folio, [89.0, 34.0, 555.0, 36.0], tIgUUNjtRp, 5699194]
[second-level-question, [136.0, 134.0, 1004.0, 36.0], VOyYCuaMM-, 5699194]
[second-level-question, [136.0, 170.0, 1004.0, 36.0], VOyYCuaMM-, 5699194]
[second-level-question, [129.0, 228.0, 1010.0, 36.0], PbSSoVsBQA, 5699194]
[second-level-question, [129.0, 264.0, 1010.0, 36.0], PbSSoVsBQA, 5699194]
[second-level-question, [129.0, 300.0, 1010.0, 36.0], PbSSoVsBQA, 5699194]
[second-level-question, [129.0, 336.0, 1010.0, 36.0], PbSSoVsBQA, 5699194]
[second-level-question, [129.0, 372.0, 1010.0, 36.0], PbSSoVsBQA, 5699194]
[second-level-question, [117.0, 422.0, 1066.0, 36.0], -q92HFAxK_, 5699194]
[second-level-question, [117.0, 458.0, 1066.0, 36.0], -q92HFAxK_, 5699194]
[second-level-question, [117.0, 494.0, 1066.0, 36.0], -q92HFAxK_, 5699194]
[second-level-question, [117.0, 530.0, 1066.0, 36.0], -q92HFAxK_, 5699194]
[second-level-question, [117.0, 566.0, 1066.0, 36.0], -q92HFAxK_, 5699194]
[second-level-question, [130.0, 645.0, 1077.0, 36.0], AeaAyDeA9D, 5699194]
[second-level-question, [130.0, 681.0, 1077.0, 36.0], AeaAyDeA9D, 5699194]
[second-level-question, [130.0, 717.0, 1077.0, 36.0], AeaAyDeA9D, 5699194]
[second-level-question, [130.0, 753.0, 1077.0, 36.0], AeaAyDeA9D, 5699194]
[second-level-question, [130.0, 789.0, 1077.0, 36.0], AeaAyDeA9D, 5699194]
[paragraph, [179.0, 889.0, 825.0, 36.0], shoonya_5sJ9OIYP9IUWFL, 5699194]
[paragraph, [179.0, 925.0, 825.0, 36.0], shoonya_5sJ9OIYP9IUWFL, 5699194]
[paragraph, [179.0, 961.0, 825.0, 36.0], shoonya_5sJ9OIYP9IUWFL, 5699194]
