[1650, 1275]
[sub-section-title, [562.0, 246.0, 142.0, 36.0], shoonya_1sXLXU0B67DI9M, 6476375]
[sub-section-title, [562.0, 282.0, 142.0, 36.0], shoonya_1sXLXU0B67DI9M, 6476375]
[sidebar, [211.0, 374.0, 162.0, 36.0], shoonya_3s9XNMHO5DR0A2, 6476375]
[sidebar, [736.0, 377.0, 341.0, 36.0], YZy9To5hen, 6476375]
[sidebar, [198.0, 433.0, 170.0, 36.0], v3hOwLZ346, 6476375]
[paragraph, [218.0, 523.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 559.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 595.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 631.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 667.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 703.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 739.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [218.0, 775.0, 914.0, 36.0], qDtni8YQFD, 6476375]
[paragraph, [213.0, 813.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 849.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 885.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 921.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 957.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 993.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 1029.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 1065.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 1101.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 1137.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [213.0, 1173.0, 918.0, 36.0], gSuyyQbiEI, 6476375]
[paragraph, [207.0, 1232.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1268.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1304.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1340.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1376.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1412.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
[paragraph, [207.0, 1448.0, 929.0, 36.0], YhXYTKRvXX, 6476375]
