[2806, 1984]
[headline, [355.0, 1169.0, 1233.0, 52.5], shoonya_7s6IBY0BC11R4W, 5694432]
[headline, [355.0, 1221.5, 1233.0, 52.5], shoonya_7s6IBY0BC11R4W, 5694432]
[headline, [355.0, 1274.0, 1233.0, 52.5], shoonya_7s6IBY0BC11R4W, 5694432]
[author, [710.0, 1299.0, 525.0, 46.5], jw3EzhC2YW, 5694432]
[paragraph, [276.0, 1406.0, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [276.0, 1452.5, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [276.0, 1499.0, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [276.0, 1545.5, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [276.0, 1592.0, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [276.0, 1638.5, 678.0, 46.5], shoonya_5sT1GEE93ZW1TR, 5694432]
[paragraph, [998.0, 1412.0, 682.0, 46.5], shoonya_6s8G2DTPWCE2MZ, 5694432]
[paragraph, [998.0, 1458.5, 682.0, 46.5], shoonya_6s8G2DTPWCE2MZ, 5694432]
[paragraph, [998.0, 1505.0, 682.0, 46.5], shoonya_6s8G2DTPWCE2MZ, 5694432]
[paragraph, [999.0, 1563.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1609.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1656.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1702.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1749.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1795.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1842.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1888.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1935.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 1981.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 2028.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 2074.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 2121.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 2167.5, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [999.0, 2214.0, 681.0, 46.5], shoonya_1sFBV330JXGBLX, 5694432]
[paragraph, [278.0, 1694.0, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1740.5, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1787.0, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1833.5, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1880.0, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1926.5, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [278.0, 1973.0, 675.0, 46.5], shoonya_4sNA5SYFLPOX4I, 5694432]
[paragraph, [279.0, 2021.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2067.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2114.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2160.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2207.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2253.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2300.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2346.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2393.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2439.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2486.0, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [279.0, 2532.5, 676.0, 46.5], shoonya_0sG0FARMZNKRWW, 5694432]
[paragraph, [1000.0, 2264.0, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2310.5, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2357.0, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2403.5, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2450.0, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2496.5, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[paragraph, [1000.0, 2543.0, 676.0, 46.5], shoonya_3sSUOQ9KHHKTVW, 5694432]
[folio, [352.0, 2618.0, 225.0, 46.5], veuCXdGmA3, 5694432]
