[690, 403]
[headline, [84.0, 147.0, 238.0, 25.5], BRxv1_dCTk, 5748666]
[headline, [84.0, 172.5, 238.0, 25.5], BRxv1_dCTk, 5748666]
[paragraph, [12.0, 234.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 252.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 270.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 288.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 306.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 324.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 342.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [12.0, 360.0, 388.0, 18.0], Yrq3Fob2so, 5748666]
[paragraph, [8.0, 379.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 397.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 415.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 433.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 451.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 469.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 487.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [8.0, 505.0, 387.0, 18.0], O0glWV-u2j, 5748666]
[paragraph, [37.0, 529.0, 353.0, 18.0], oIm5DunaU1, 5748666]
[footnote, [10.0, 563.0, 388.0, 18.0], zTodLM00pM, 5748666]
[footnote, [10.0, 581.0, 388.0, 18.0], zTodLM00pM, 5748666]
[footnote, [10.0, 599.0, 388.0, 18.0], zTodLM00pM, 5748666]
[footnote, [10.0, 617.0, 388.0, 18.0], zTodLM00pM, 5748666]
[footnote, [89.0, 653.0, 257.0, 18.0], xKtTkGFpFV, 5748666]
