[1625, 1211]
[headline, [173.0, 118.0, 888.0, 37.5], shoonya_1sB4TWFGUUWBWR, 5742856]
[paragraph, [797.0, 177.0, 345.0, 36.0], shoonya_4s8544MVFG9KE8, 5742856]
[paragraph, [797.0, 213.0, 345.0, 36.0], shoonya_4s8544MVFG9KE8, 5742856]
[paragraph, [797.0, 249.0, 345.0, 36.0], shoonya_4s8544MVFG9KE8, 5742856]
[paragraph, [434.0, 186.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 222.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 258.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 294.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 330.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 366.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 402.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 438.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 474.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 510.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 546.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [434.0, 582.0, 346.0, 36.0], shoonya_2sPQW0FECOG0Y4, 5742856]
[paragraph, [69.0, 229.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 265.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 301.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 337.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 373.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 409.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 445.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 481.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 517.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [69.0, 553.0, 342.0, 36.0], shoonya_0sZBZ7VJHBT48S, 5742856]
[paragraph, [800.0, 336.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 372.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 408.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 444.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 480.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 516.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 552.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [800.0, 588.0, 339.0, 36.0], shoonya_3s0NM42JTII2NF, 5742856]
[paragraph, [70.0, 613.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 649.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 685.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 721.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 757.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 793.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [70.0, 829.0, 336.0, 36.0], shoonya_8sL1YX8WQCQPV7, 5742856]
[paragraph, [434.0, 684.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 720.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 756.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 792.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 828.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 864.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 900.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [434.0, 936.0, 336.0, 36.0], shoonya_7sGJ5EXWCVCQTP, 5742856]
[paragraph, [796.0, 685.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 721.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 757.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
[paragraph, [796.0, 793.0, 336.0, 36.0], shoonya_5sYNZJF1KNMEQC, 5742856]
