[2338, 1654]
[paragraph, [184.0, 189.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 225.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 261.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 297.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 333.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 369.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 405.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 441.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 477.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 513.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 549.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 585.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 621.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 657.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 693.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 729.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 765.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [184.0, 801.0, 1293.0, 36.0], shoonya_0s0DQBVVPHNETO, 5753245]
[paragraph, [378.0, 849.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [378.0, 885.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [378.0, 921.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [378.0, 957.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [378.0, 993.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [378.0, 1029.0, 919.0, 36.0], J3Qx71EEp1, 5753245]
[paragraph, [186.0, 1091.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1127.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1163.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1199.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1235.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1271.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1307.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1343.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1379.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1415.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1451.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1487.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1523.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1559.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1595.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1631.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1667.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1703.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1739.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1775.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1811.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1847.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1883.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1919.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1955.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 1991.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
[paragraph, [186.0, 2027.0, 1280.0, 36.0], shoonya_1s9YVXOJRWZ22U, 5753245]
