[2370, 1802]
[section-title, [922.0, 195.0, 176.0, 52.5], 4b0BcNNMra, 5733982]
[paragraph, [418.0, 384.0, 1174.0, 36.0], shoonya_2sQFN52LSNB1HC, 5733982]
[paragraph, [418.0, 420.0, 1174.0, 36.0], shoonya_2sQFN52LSNB1HC, 5733982]
[paragraph, [418.0, 456.0, 1174.0, 36.0], shoonya_2sQFN52LSNB1HC, 5733982]
[section-title, [423.0, 531.0, 301.0, 52.5], shoonya_7sCOQA43OWJ1ZE, 5733982]
[paragraph, [416.0, 635.0, 1174.0, 36.0], shoonya_9sMHFR9ZTPO2RD, 5733982]
[paragraph, [416.0, 671.0, 1174.0, 36.0], shoonya_9sMHFR9ZTPO2RD, 5733982]
[paragraph, [416.0, 707.0, 1174.0, 36.0], shoonya_9sMHFR9ZTPO2RD, 5733982]
[paragraph, [414.0, 790.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [414.0, 826.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [414.0, 862.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [414.0, 898.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [414.0, 934.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [414.0, 970.0, 1180.0, 36.0], shoonya_4sIPEF6W23Y6G1, 5733982]
[paragraph, [409.0, 1066.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1102.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1138.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1174.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1210.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1246.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1282.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1318.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1354.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1390.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1426.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1462.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[paragraph, [409.0, 1498.0, 1180.0, 36.0], shoonya_0s2ZCILYVN10NP, 5733982]
[section-title, [411.0, 1592.0, 703.0, 52.5], shoonya_6sYX4OY2YHRLP7, 5733982]
[paragraph, [406.0, 1684.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1720.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1756.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1792.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1828.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1864.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1900.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
[paragraph, [406.0, 1936.0, 1181.0, 36.0], shoonya_1sCR449DE2KFMA, 5733982]
