[1650, 1275]
[section-title, [338.0, 152.0, 573.0, 49.5], shoonya_0s28VZFH8KFQNC, 5709607]
[paragraph, [145.0, 258.0, 968.0, 36.0], shoonya_2sW2QMJQLGJMHM, 5709607]
[paragraph, [145.0, 294.0, 968.0, 36.0], shoonya_2sW2QMJQLGJMHM, 5709607]
[paragraph, [145.0, 330.0, 968.0, 36.0], shoonya_2sW2QMJQLGJMHM, 5709607]
[paragraph, [145.0, 366.0, 968.0, 36.0], shoonya_2sW2QMJQLGJMHM, 5709607]
[paragraph, [145.0, 402.0, 968.0, 36.0], shoonya_2sW2QMJQLGJMHM, 5709607]
[paragraph, [149.0, 450.0, 958.0, 36.0], BiGpmnBPCe, 5709607]
[paragraph, [149.0, 486.0, 958.0, 36.0], BiGpmnBPCe, 5709607]
[paragraph, [149.0, 522.0, 958.0, 36.0], BiGpmnBPCe, 5709607]
[paragraph, [149.0, 558.0, 958.0, 36.0], BiGpmnBPCe, 5709607]
[paragraph, [149.0, 603.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 639.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 675.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 711.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 747.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 783.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 819.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 855.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 891.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 927.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 963.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 999.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 1035.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [149.0, 1071.0, 961.0, 36.0], 2ACZWJMJbo, 5709607]
[paragraph, [152.0, 1141.0, 966.0, 36.0], FA_mdHgTed, 5709607]
[paragraph, [152.0, 1177.0, 966.0, 36.0], FA_mdHgTed, 5709607]
[paragraph, [152.0, 1213.0, 966.0, 36.0], FA_mdHgTed, 5709607]
[paragraph, [152.0, 1249.0, 966.0, 36.0], FA_mdHgTed, 5709607]
[paragraph, [160.0, 1288.0, 963.0, 36.0], vJhllxktzU, 5709607]
[paragraph, [160.0, 1324.0, 963.0, 36.0], vJhllxktzU, 5709607]
[paragraph, [160.0, 1360.0, 963.0, 36.0], vJhllxktzU, 5709607]
[paragraph, [155.0, 1442.0, 971.0, 36.0], Zzote4oeZq, 5709607]
[paragraph, [155.0, 1478.0, 971.0, 36.0], Zzote4oeZq, 5709607]
