[588, 379]
[folio, [166.0, 39.0, 157.0, 18.0], UJThB_TNvu, 6492019]
[paragraph, [29.0, 69.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 87.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 105.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 123.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 141.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 159.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 177.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 195.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 213.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 231.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 249.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 267.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 285.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 303.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 321.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 339.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 357.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 375.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 393.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 411.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 429.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 447.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 465.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 483.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 501.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [29.0, 519.0, 317.0, 18.0], shoonya_0sFGMKLRB6YOET, 6492019]
[paragraph, [69.0, 541.0, 279.0, 18.0], shoonya_1sTVOQ9C84MUUX, 6492019]
