[1050, 693]
[section-title, [297.0, 347.0, 95.0, 30.0], _oB-T3MpKT, 5701986]
[paragraph, [74.0, 420.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 438.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 456.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 474.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 492.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 510.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 528.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 546.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 564.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 582.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 600.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 618.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [74.0, 636.0, 538.0, 18.0], Hp2IZlT3fs, 5701986]
[paragraph, [80.0, 666.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 684.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 702.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 720.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 738.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 756.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 774.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 792.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 810.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 828.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 846.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 864.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 882.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 900.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 918.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 936.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
[paragraph, [80.0, 954.0, 533.0, 18.0], shoonya_0s7XBYP3SCAD2S, 5701986]
