[1763, 1275]
[paragraph, [44.0, 21.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 57.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 93.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 129.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 165.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 201.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 237.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 273.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 309.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 345.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 381.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 417.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 453.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 489.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 525.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 561.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 597.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 633.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 669.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [44.0, 705.0, 458.0, 36.0], shoonya_4sDDEV263Y0TBL, 5712871]
[paragraph, [662.0, 702.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [662.0, 738.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [662.0, 774.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [662.0, 810.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [662.0, 846.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [662.0, 882.0, 611.0, 36.0], shoonya_5s89MED0RNJFZQ, 5712871]
[paragraph, [46.0, 756.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
[paragraph, [46.0, 792.0, 610.0, 36.0], shoonya_0s589BAGHOAIAA, 5712871]
