[1267, 884]
[chapter-title, [348.0, 64.0, 274.0, 30.0], shoonya_15sS7F636CDY3F, 5776490]
[paragraph, [173.0, 105.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 123.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 141.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 159.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 177.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 195.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 213.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [173.0, 231.0, 631.0, 18.0], shoonya_12sOY57EVKWJSI, 5776490]
[paragraph, [169.0, 258.0, 634.0, 18.0], shoonya_14s827Q2A08C0Z, 5776490]
[paragraph, [169.0, 276.0, 634.0, 18.0], shoonya_14s827Q2A08C0Z, 5776490]
[paragraph, [170.0, 308.0, 635.0, 18.0], shoonya_13sP7F7PJYYHUI, 5776490]
[paragraph, [170.0, 326.0, 635.0, 18.0], shoonya_13sP7F7PJYYHUI, 5776490]
[paragraph, [170.0, 344.0, 635.0, 18.0], shoonya_13sP7F7PJYYHUI, 5776490]
[paragraph, [181.0, 357.0, 191.0, 18.0], DEp_k19Dkj, 5776490]
[paragraph, [192.0, 381.0, 179.0, 18.0], shoonya_10s6POPLJUM9I4, 5776490]
[paragraph, [170.0, 407.0, 631.0, 18.0], shoonya_5s1TWW2ZUEOW5C, 5776490]
[paragraph, [170.0, 425.0, 631.0, 18.0], shoonya_5s1TWW2ZUEOW5C, 5776490]
[paragraph, [185.0, 458.0, 490.0, 18.0], shoonya_8s6NHAPX49UKP6, 5776490]
[paragraph, [192.0, 485.0, 515.0, 18.0], shoonya_11s8L6EPVHMYBL, 5776490]
[paragraph, [170.0, 510.0, 639.0, 18.0], shoonya_0sF5OQVGW7A8OL, 5776490]
[paragraph, [170.0, 528.0, 639.0, 18.0], shoonya_0sF5OQVGW7A8OL, 5776490]
[paragraph, [170.0, 546.0, 639.0, 18.0], shoonya_0sF5OQVGW7A8OL, 5776490]
[paragraph, [170.0, 564.0, 639.0, 18.0], shoonya_0sF5OQVGW7A8OL, 5776490]
[paragraph, [170.0, 582.0, 639.0, 18.0], shoonya_0sF5OQVGW7A8OL, 5776490]
[paragraph, [174.0, 607.0, 634.0, 18.0], shoonya_16s993MZYCQ3U8, 5776490]
[paragraph, [174.0, 625.0, 634.0, 18.0], shoonya_16s993MZYCQ3U8, 5776490]
[paragraph, [174.0, 643.0, 634.0, 18.0], shoonya_16s993MZYCQ3U8, 5776490]
[paragraph, [194.0, 659.0, 465.0, 18.0], shoonya_7s7V8G967BSVSA, 5776490]
[paragraph, [169.0, 686.0, 633.0, 18.0], shoonya_4s2UE0DEILLPFN, 5776490]
[paragraph, [169.0, 704.0, 633.0, 18.0], shoonya_4s2UE0DEILLPFN, 5776490]
[paragraph, [170.0, 737.0, 633.0, 18.0], shoonya_2sJW05SY1B5IBF, 5776490]
[paragraph, [170.0, 755.0, 633.0, 18.0], shoonya_2sJW05SY1B5IBF, 5776490]
[paragraph, [170.0, 773.0, 633.0, 18.0], shoonya_2sJW05SY1B5IBF, 5776490]
[paragraph, [170.0, 791.0, 633.0, 18.0], shoonya_2sJW05SY1B5IBF, 5776490]
[paragraph, [170.0, 813.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [170.0, 831.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [170.0, 849.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [170.0, 867.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [170.0, 885.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [170.0, 903.0, 632.0, 18.0], shoonya_3sGCM10374ID8Y, 5776490]
[paragraph, [171.0, 937.0, 632.0, 18.0], shoonya_6s3UMMHYUS0ZRF, 5776490]
[paragraph, [171.0, 955.0, 632.0, 18.0], shoonya_6s3UMMHYUS0ZRF, 5776490]
[paragraph, [170.0, 987.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
[paragraph, [170.0, 1005.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
[paragraph, [170.0, 1023.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
[paragraph, [170.0, 1041.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
[paragraph, [170.0, 1059.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
[paragraph, [170.0, 1077.0, 633.0, 18.0], shoonya_1sBUVEKSI0923L, 5776490]
