[1951, 1219]
[chapter-title, [385.0, 415.0, 476.0, 58.5], VRcPvFfsO0, 5683019]
[paragraph, [118.0, 582.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 618.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 654.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 690.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 726.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 762.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 798.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [118.0, 834.0, 975.0, 36.0], shoonya_0s96XHIQXOQ70P, 5683019]
[paragraph, [112.0, 881.0, 980.0, 36.0], Eovg7oWwwt, 5683019]
[paragraph, [112.0, 917.0, 980.0, 36.0], Eovg7oWwwt, 5683019]
[paragraph, [112.0, 953.0, 980.0, 36.0], Eovg7oWwwt, 5683019]
[paragraph, [114.0, 1004.0, 977.0, 36.0], VtlQxEcKob, 5683019]
[paragraph, [114.0, 1040.0, 977.0, 36.0], VtlQxEcKob, 5683019]
[paragraph, [114.0, 1076.0, 977.0, 36.0], VtlQxEcKob, 5683019]
[paragraph, [112.0, 1120.0, 980.0, 36.0], sgA7f3qSg7, 5683019]
[paragraph, [112.0, 1156.0, 980.0, 36.0], sgA7f3qSg7, 5683019]
[paragraph, [112.0, 1192.0, 980.0, 36.0], sgA7f3qSg7, 5683019]
[paragraph, [108.0, 1241.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1277.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1313.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1349.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1385.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1421.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1457.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [108.0, 1493.0, 987.0, 36.0], CiUGarINzh, 5683019]
[paragraph, [201.0, 1540.0, 879.0, 36.0], gd8Tf_t78k, 5683019]
[paragraph, [205.0, 1596.0, 228.0, 36.0], g_RMr5_XJS, 5683019]
[paragraph, [125.0, 1658.0, 957.0, 36.0], E0uOlWSIT6, 5683019]
[paragraph, [125.0, 1694.0, 957.0, 36.0], E0uOlWSIT6, 5683019]
[paragraph, [125.0, 1730.0, 957.0, 36.0], E0uOlWSIT6, 5683019]
[paragraph, [125.0, 1766.0, 957.0, 36.0], E0uOlWSIT6, 5683019]
