[1650, 1275]
[section-title, [215.0, 221.0, 841.0, 49.5], LIrfC8bFZM, 5781117]
[paragraph, [144.0, 459.0, 986.0, 36.0], shoonya_9s2U02J2QHI7U5, 5781117]
[paragraph, [144.0, 495.0, 986.0, 36.0], shoonya_9s2U02J2QHI7U5, 5781117]
[paragraph, [144.0, 531.0, 986.0, 36.0], shoonya_9s2U02J2QHI7U5, 5781117]
[paragraph, [145.0, 721.0, 985.0, 36.0], shoonya_2s1836SZIDMTUZ, 5781117]
[paragraph, [145.0, 757.0, 985.0, 36.0], shoonya_2s1836SZIDMTUZ, 5781117]
[paragraph, [143.0, 948.0, 985.0, 36.0], shoonya_0sG7DOR4PS2GYG, 5781117]
[paragraph, [143.0, 984.0, 985.0, 36.0], shoonya_0sG7DOR4PS2GYG, 5781117]
[paragraph, [143.0, 1020.0, 985.0, 36.0], shoonya_0sG7DOR4PS2GYG, 5781117]
[paragraph, [143.0, 1056.0, 985.0, 36.0], shoonya_0sG7DOR4PS2GYG, 5781117]
[paragraph, [143.0, 1092.0, 985.0, 36.0], shoonya_0sG7DOR4PS2GYG, 5781117]
[paragraph, [143.0, 1273.0, 987.0, 36.0], shoonya_1sPA3N5GBNWELP, 5781117]
[paragraph, [143.0, 1309.0, 987.0, 36.0], shoonya_1sPA3N5GBNWELP, 5781117]
[paragraph, [143.0, 1345.0, 987.0, 36.0], shoonya_1sPA3N5GBNWELP, 5781117]
[paragraph, [143.0, 1381.0, 987.0, 36.0], shoonya_1sPA3N5GBNWELP, 5781117]
[paragraph, [143.0, 1417.0, 987.0, 36.0], shoonya_1sPA3N5GBNWELP, 5781117]
