[842, 596]
[ordered-list, [51.0, 54.0, 166.0, 18.0], _3B2avyuL_, 5658451]
[ordered-list, [51.0, 72.0, 166.0, 18.0], _3B2avyuL_, 5658451]
[ordered-list, [59.0, 115.0, 285.0, 18.0], Joo6kRUXJB, 5658451]
[ordered-list, [59.0, 133.0, 285.0, 18.0], Joo6kRUXJB, 5658451]
[paragraph, [60.0, 219.0, 504.0, 18.0], shoonya_0s6YVRFNO6WZYG, 5658451]
[paragraph, [60.0, 237.0, 504.0, 18.0], shoonya_0s6YVRFNO6WZYG, 5658451]
[subsub-section-title, [285.0, 265.0, 61.0, 15.0], oZDBiwG7On, 5658451]
[ordered-list, [68.0, 294.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 312.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 330.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 348.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 366.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 384.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 402.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 420.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 438.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 456.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 474.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 492.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 510.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 528.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 546.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 564.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 582.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 600.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 618.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 636.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 654.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 672.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 690.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 708.0, 310.0, 18.0], jjCI_akst-, 5658451]
[ordered-list, [68.0, 726.0, 310.0, 18.0], jjCI_akst-, 5658451]
[sub-ordered-list, [111.0, 318.0, 197.0, 18.0], 0EuV0fI9G8, 5658451]
[sub-ordered-list, [111.0, 336.0, 197.0, 18.0], 0EuV0fI9G8, 5658451]
[sub-ordered-list, [111.0, 354.0, 197.0, 18.0], 0EuV0fI9G8, 5658451]
[sub-ordered-list, [111.0, 372.0, 197.0, 18.0], 0EuV0fI9G8, 5658451]
[sub-ordered-list, [111.0, 390.0, 197.0, 18.0], 0EuV0fI9G8, 5658451]
[sub-ordered-list, [109.0, 452.0, 235.0, 18.0], ZvGCEp-JGk, 5658451]
[sub-ordered-list, [109.0, 470.0, 235.0, 18.0], ZvGCEp-JGk, 5658451]
[sub-ordered-list, [109.0, 488.0, 235.0, 18.0], ZvGCEp-JGk, 5658451]
[sub-ordered-list, [109.0, 506.0, 235.0, 18.0], ZvGCEp-JGk, 5658451]
[sub-ordered-list, [109.0, 524.0, 235.0, 18.0], ZvGCEp-JGk, 5658451]
[subsub-section-title, [285.0, 557.0, 52.0, 15.0], FVrHF9P2Pc, 5658451]
[sub-ordered-list, [110.0, 619.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[sub-ordered-list, [110.0, 637.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[sub-ordered-list, [110.0, 655.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[sub-ordered-list, [110.0, 673.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[sub-ordered-list, [110.0, 691.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[sub-ordered-list, [110.0, 709.0, 257.0, 18.0], gKiEZyCeWd, 5658451]
[footnote, [74.0, 773.0, 477.0, 18.0], j62i_RiCfa, 5658451]
[footnote, [74.0, 791.0, 477.0, 18.0], j62i_RiCfa, 5658451]
