[1755, 1240]
[paragraph, [209.0, 136.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 172.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 208.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 244.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 280.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 316.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 352.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 388.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [209.0, 424.0, 890.0, 36.0], shoonya_1s9ZHY23Z64N4V, 5693526]
[paragraph, [201.0, 498.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 534.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 570.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 606.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 642.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 678.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 714.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 750.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 786.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 822.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 858.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 894.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 930.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 966.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1002.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1038.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1074.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1110.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1146.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1182.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1218.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1254.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1290.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1326.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1362.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1398.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1434.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1470.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1506.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
[paragraph, [201.0, 1542.0, 916.0, 36.0], shoonya_0s0R5GRVLMC0L3, 5693526]
