[1787, 1218]
[chapter-title, [341.0, 301.0, 517.0, 58.5], RaMiWm5ols, 5652621]
[author, [858.0, 408.0, 191.0, 36.0], -3TD_lvTSk, 5652621]
[paragraph, [155.0, 488.0, 900.0, 36.0], shoonya_1sGETUGEP22FPL, 5652621]
[paragraph, [155.0, 524.0, 900.0, 36.0], shoonya_1sGETUGEP22FPL, 5652621]
[paragraph, [155.0, 560.0, 900.0, 36.0], shoonya_1sGETUGEP22FPL, 5652621]
[paragraph, [155.0, 596.0, 900.0, 36.0], shoonya_1sGETUGEP22FPL, 5652621]
[paragraph, [155.0, 632.0, 900.0, 36.0], shoonya_1sGETUGEP22FPL, 5652621]
[paragraph, [158.0, 679.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 715.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 751.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 787.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 823.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 859.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 895.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 931.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 967.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [158.0, 1003.0, 900.0, 36.0], shoonya_0sKDY5AI7SJ61N, 5652621]
[paragraph, [327.0, 1069.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [327.0, 1105.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [327.0, 1141.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [327.0, 1177.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [327.0, 1213.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [327.0, 1249.0, 615.0, 36.0], shoonya_2s9K49VEECO94S, 5652621]
[paragraph, [165.0, 1308.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1344.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1380.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1416.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1452.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1488.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1524.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[paragraph, [165.0, 1560.0, 893.0, 36.0], shoonya_3sCEZCMMK7J2OO, 5652621]
[footnote, [468.0, 1601.0, 213.0, 36.0], VnSNu_37MC, 5652621]
