[567, 454]
[chapter-title, [260.0, 141.0, 163.0, 30.0], shoonya_9sHY16BRHXC4TD, 6460335]
[paragraph, [34.0, 196.0, 193.0, 18.0], shoonya_2sO7GVZYKQH19F, 6460335]
[paragraph, [34.0, 214.0, 193.0, 18.0], shoonya_2sO7GVZYKQH19F, 6460335]
[paragraph, [34.0, 232.0, 193.0, 18.0], shoonya_2sO7GVZYKQH19F, 6460335]
[paragraph, [34.0, 250.0, 193.0, 18.0], shoonya_2sO7GVZYKQH19F, 6460335]
[paragraph, [231.0, 197.0, 192.0, 18.0], shoonya_6s0JDQBCBI3WQM, 6460335]
[paragraph, [231.0, 215.0, 192.0, 18.0], shoonya_6s0JDQBCBI3WQM, 6460335]
[paragraph, [231.0, 235.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 253.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 271.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 289.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 307.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 325.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [231.0, 343.0, 191.0, 18.0], shoonya_5sL68NN9X4VQQK, 6460335]
[paragraph, [39.0, 273.0, 189.0, 18.0], shoonya_1s3BTDOEAPMX7C, 6460335]
[paragraph, [39.0, 291.0, 189.0, 18.0], shoonya_1s3BTDOEAPMX7C, 6460335]
[paragraph, [39.0, 309.0, 189.0, 18.0], shoonya_1s3BTDOEAPMX7C, 6460335]
[paragraph, [39.0, 327.0, 189.0, 18.0], shoonya_1s3BTDOEAPMX7C, 6460335]
[paragraph, [39.0, 345.0, 189.0, 18.0], shoonya_1s3BTDOEAPMX7C, 6460335]
[paragraph, [231.0, 362.0, 190.0, 18.0], shoonya_7sOTLFHGZ4HQ6Q, 6460335]
[paragraph, [231.0, 380.0, 190.0, 18.0], shoonya_7sOTLFHGZ4HQ6Q, 6460335]
[paragraph, [231.0, 398.0, 190.0, 18.0], shoonya_7sOTLFHGZ4HQ6Q, 6460335]
[paragraph, [231.0, 416.0, 190.0, 18.0], shoonya_7sOTLFHGZ4HQ6Q, 6460335]
[paragraph, [231.0, 434.0, 190.0, 18.0], shoonya_7sOTLFHGZ4HQ6Q, 6460335]
[paragraph, [39.0, 367.0, 192.0, 18.0], shoonya_3s8T3B2G0QXFZ8, 6460335]
[paragraph, [39.0, 385.0, 192.0, 18.0], shoonya_3s8T3B2G0QXFZ8, 6460335]
[paragraph, [39.0, 403.0, 192.0, 18.0], shoonya_3s8T3B2G0QXFZ8, 6460335]
[paragraph, [39.0, 421.0, 192.0, 18.0], shoonya_3s8T3B2G0QXFZ8, 6460335]
[paragraph, [36.0, 438.0, 192.0, 18.0], shoonya_8sWVBYZDRY60WT, 6460335]
[paragraph, [36.0, 456.0, 192.0, 18.0], shoonya_8sWVBYZDRY60WT, 6460335]
[paragraph, [36.0, 474.0, 192.0, 18.0], shoonya_8sWVBYZDRY60WT, 6460335]
[paragraph, [36.0, 492.0, 192.0, 18.0], shoonya_8sWVBYZDRY60WT, 6460335]
[paragraph, [230.0, 460.0, 191.0, 18.0], fiDvi2iQRm, 6460335]
[paragraph, [230.0, 478.0, 191.0, 18.0], fiDvi2iQRm, 6460335]
[paragraph, [230.0, 496.0, 191.0, 18.0], fiDvi2iQRm, 6460335]
[folio, [198.0, 525.0, 60.0, 18.0], sZVJQOAMsk, 6460335]
