[1004, 621]
[section-title, [186.0, 264.0, 235.0, 30.0], shoonya_0sDDQ45J9MV47Z, 5741244]
[paragraph, [36.0, 330.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 348.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 366.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 384.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 402.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 420.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 438.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 456.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 474.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 492.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 510.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 528.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 546.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 564.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 582.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 600.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 618.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 636.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 654.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 672.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 690.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 708.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 726.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 744.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 762.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 780.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [36.0, 798.0, 546.0, 18.0], 4NdLKAHa2E, 5741244]
[paragraph, [37.0, 832.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
[paragraph, [37.0, 850.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
[paragraph, [37.0, 868.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
[paragraph, [37.0, 886.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
[paragraph, [37.0, 904.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
[paragraph, [37.0, 922.0, 542.0, 18.0], eAi7ZQ6iRQ, 5741244]
