[911, 561]
[paragraph, [20.0, 56.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 74.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 92.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 110.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 128.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 146.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 164.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 182.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 200.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 218.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 236.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 254.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 272.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 290.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 308.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 326.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 344.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 362.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 380.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 398.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 416.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 434.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 452.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 470.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 488.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 506.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 524.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 542.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 560.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 578.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 596.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 614.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 632.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 650.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 668.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 686.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 704.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 722.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 740.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 758.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 776.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 794.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 812.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 830.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 848.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
[paragraph, [20.0, 866.0, 521.0, 18.0], shoonya_0sFVL2RK160833, 5776262]
