[1164, 755]
[paragraph, [69.0, 80.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 98.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 116.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 134.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 152.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 170.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 188.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 206.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 224.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 242.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [69.0, 260.0, 619.0, 18.0], 4EemyPFJNW, 5691995]
[paragraph, [66.0, 297.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 315.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 333.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 351.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 369.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 387.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 405.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [66.0, 423.0, 632.0, 18.0], YhryQNt7Av, 5691995]
[paragraph, [73.0, 441.0, 626.0, 18.0], _jO5Tx1MKv, 5691995]
[paragraph, [73.0, 459.0, 626.0, 18.0], _jO5Tx1MKv, 5691995]
[paragraph, [73.0, 477.0, 626.0, 18.0], _jO5Tx1MKv, 5691995]
[paragraph, [62.0, 512.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 530.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 548.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 566.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 584.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 602.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 620.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 638.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [62.0, 656.0, 636.0, 18.0], shoonya_0sI8A8FELN8Z7C, 5691995]
[paragraph, [65.0, 691.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 709.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 727.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 745.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 763.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 781.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 799.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 817.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 835.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 853.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 871.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 889.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 907.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 925.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 943.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 961.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
[paragraph, [65.0, 979.0, 623.0, 18.0], shoonya_1sAJ26CPDDMVDS, 5691995]
