[1388, 886]
[folio, [654.0, 63.0, 193.0, 18.0], _VdvY7Djnq, 5742838]
[folio, [369.0, 66.0, 128.0, 18.0], tachT1P7vX, 5742838]
[paragraph, [449.0, 118.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 136.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 154.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 172.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 190.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 208.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 226.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [449.0, 244.0, 358.0, 18.0], 95AHr6oJrL, 5742838]
[paragraph, [34.0, 123.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 141.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 159.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 177.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 195.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 213.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 231.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[paragraph, [34.0, 249.0, 339.0, 18.0], n35nazoYVQ, 5742838]
[author, [653.0, 265.0, 193.0, 18.0], vQaUqdghBd, 5742838]
[author, [653.0, 283.0, 193.0, 18.0], vQaUqdghBd, 5742838]
[section-title, [289.0, 314.0, 299.0, 30.0], Q8edSq6DlF, 5742838]
[paragraph, [444.0, 381.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 399.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 417.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 435.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 453.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 471.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 489.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 507.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 525.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 543.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 561.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 579.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 597.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 615.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 633.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 651.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 669.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 687.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 705.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 723.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 741.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 759.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 777.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [444.0, 795.0, 402.0, 18.0], kQl2syyGr9, 5742838]
[paragraph, [33.0, 387.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 405.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 423.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 441.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 459.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 477.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 495.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 513.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 531.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 549.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 567.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 585.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 603.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 621.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 639.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 657.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 675.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 693.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 711.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 729.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 747.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 765.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 783.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 801.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 819.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 837.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 855.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 873.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 891.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 909.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 927.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 945.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 963.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 981.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 999.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1017.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1035.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1053.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1071.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1089.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1107.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1125.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1143.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1161.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1179.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1197.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1215.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1233.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1251.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1269.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [33.0, 1287.0, 407.0, 18.0], shoonya_0sXNZHHMYGV0BZ, 5742838]
[paragraph, [449.0, 819.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 837.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
[paragraph, [449.0, 855.0, 396.0, 18.0], ik2-2bmAuz, 5742838]
