[1565, 1152]
[chapter-title, [414.0, 159.0, 361.0, 58.5], 4t3RS59QbG, 5713121]
[chapter-title, [414.0, 217.5, 361.0, 58.5], 4t3RS59QbG, 5713121]
[paragraph, [106.0, 170.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 206.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 242.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 278.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 314.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 350.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 386.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 422.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 458.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 494.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 530.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 566.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 602.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 638.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 674.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 710.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 746.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 782.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 818.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 854.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 890.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 926.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 962.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 998.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1034.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1070.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1106.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1142.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1178.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1214.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1250.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1286.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1322.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [106.0, 1358.0, 312.0, 36.0], shoonya_0sV3ZRBDHULJG5, 5713121]
[paragraph, [431.0, 435.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 471.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 507.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 543.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 579.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 615.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 651.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 687.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 723.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 759.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 795.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 831.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 867.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 903.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 939.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 975.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1011.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1047.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1083.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1119.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1155.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1191.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[paragraph, [431.0, 1227.0, 328.0, 36.0], IdqG_DV7fL, 5713121]
[folio, [918.0, 1453.0, 106.0, 36.0], qrENzkKRXA, 5713121]
