[2339, 1654]
[folio, [1336.0, 68.0, 227.0, 36.0], -sdCJ7NKpY, 5751188]
[paragraph, [120.0, 128.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 164.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 200.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 236.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 272.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 308.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 344.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 380.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 416.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 452.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 488.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 524.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 560.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 596.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 632.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 668.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 704.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 740.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 776.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 812.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 848.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 884.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 920.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 956.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 992.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 1028.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [120.0, 1064.0, 1463.0, 36.0], eb9-Kgr_MG, 5751188]
[paragraph, [230.0, 1102.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1138.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1174.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1210.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1246.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1282.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1318.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[paragraph, [230.0, 1354.0, 1222.0, 36.0], HnE98lh_Pa, 5751188]
[reference, [903.0, 1400.0, 538.0, 36.0], OUBqKaR3p5, 5751188]
[reference, [903.0, 1436.0, 538.0, 36.0], OUBqKaR3p5, 5751188]
[paragraph, [107.0, 1462.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1498.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1534.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1570.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1606.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1642.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1678.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1714.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[paragraph, [107.0, 1750.0, 1463.0, 36.0], bfg4hiKKjz, 5751188]
[reference, [851.0, 1795.0, 572.0, 36.0], shoonya_2sB564ZILU77G7, 5751188]
[paragraph, [259.0, 1841.0, 1171.0, 36.0], wr1mTX_86L, 5751188]
[paragraph, [259.0, 1877.0, 1171.0, 36.0], wr1mTX_86L, 5751188]
[paragraph, [259.0, 1913.0, 1171.0, 36.0], wr1mTX_86L, 5751188]
[reference, [923.0, 1973.0, 500.0, 36.0], shoonya_0s5IJ6161JG73L, 5751188]
[paragraph, [147.0, 2040.0, 1430.0, 36.0], shoonya_1sH7I0N344ZT1D, 5751188]
[paragraph, [147.0, 2076.0, 1430.0, 36.0], shoonya_1sH7I0N344ZT1D, 5751188]
[paragraph, [147.0, 2112.0, 1430.0, 36.0], shoonya_1sH7I0N344ZT1D, 5751188]
[paragraph, [147.0, 2148.0, 1430.0, 36.0], shoonya_1sH7I0N344ZT1D, 5751188]
[paragraph, [147.0, 2184.0, 1430.0, 36.0], shoonya_1sH7I0N344ZT1D, 5751188]
