[1806, 1262]
[folio, [168.0, 102.0, 510.0, 36.0], ao3t4gF-YC, 5680549]
[paragraph, [86.0, 189.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 225.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 261.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 297.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 333.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 369.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 405.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 441.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 477.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 513.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 549.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 585.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 621.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 657.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 693.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 729.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 765.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 801.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 837.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 873.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 909.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 945.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 981.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1017.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1053.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1089.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1125.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1161.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1197.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1233.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1269.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [86.0, 1305.0, 525.0, 36.0], shoonya_2sYSGAI7KHKU4G, 5680549]
[paragraph, [643.0, 196.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 232.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 268.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 304.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 340.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 376.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 412.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 448.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 484.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 520.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 556.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 592.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 628.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 664.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 700.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 736.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 772.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 808.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [643.0, 844.0, 521.0, 36.0], shoonya_1sFQX4J1S0GOXR, 5680549]
[paragraph, [645.0, 902.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 938.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 974.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1010.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1046.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1082.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1118.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1154.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1190.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1226.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1262.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1298.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1334.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1370.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1406.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1442.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1478.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1514.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1550.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
[paragraph, [645.0, 1586.0, 522.0, 36.0], shoonya_0sOLW2XBERBG20, 5680549]
