[3508, 2481]
[contact-info, [530.0, 369.0, 1414.0, 52.5], shoonya_0sKMVS23DXRK5F, 6534574]
[contact-info, [530.0, 421.5, 1414.0, 52.5], shoonya_0sKMVS23DXRK5F, 6534574]
[paragraph, [853.0, 497.0, 769.0, 52.5], -3viT5-lHd, 6534574]
[paragraph, [597.0, 557.0, 1276.0, 52.5], Nc0pkSzLx0, 6534574]
[section-title, [1019.0, 741.0, 422.0, 93.0], T7eOnAE2eg, 6534574]
[paragraph, [222.0, 1214.0, 303.0, 52.5], elxX-tsBY2, 6534574]
[paragraph, [222.0, 1342.0, 2030.0, 52.5], oTX_bvcFJA, 6534574]
[paragraph, [222.0, 1394.5, 2030.0, 52.5], oTX_bvcFJA, 6534574]
[paragraph, [222.0, 1447.0, 2030.0, 52.5], oTX_bvcFJA, 6534574]
[paragraph, [222.0, 1499.5, 2030.0, 52.5], oTX_bvcFJA, 6534574]
[paragraph, [222.0, 1552.0, 2030.0, 52.5], oTX_bvcFJA, 6534574]
[paragraph, [228.0, 1692.0, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 1744.5, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 1797.0, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 1849.5, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 1902.0, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 1954.5, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 2007.0, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 2059.5, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 2112.0, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [228.0, 2164.5, 2021.0, 52.5], OlzVuS_emv, 6534574]
[paragraph, [1924.0, 2619.0, 334.0, 52.5], vzVzxVefhH, 6534574]
[contact-info, [935.0, 3267.0, 575.0, 52.5], Dc7illXJzS, 6534574]
