[1298, 853]
[section-title, [322.0, 69.0, 222.0, 30.0], shoonya_5sIV419F6ZKU2F, 5710235]
[paragraph, [52.0, 115.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 133.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 151.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 169.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 187.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 205.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 223.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 241.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 259.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 277.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 295.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 313.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 331.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 349.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 367.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 385.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 403.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 421.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 439.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 457.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[paragraph, [52.0, 475.0, 756.0, 18.0], shoonya_0sXKX30Y78XJY1, 5710235]
[section-title, [159.0, 542.0, 534.0, 30.0], shoonya_3s5OWHHD1I68VJ, 5710235]
[section-title, [159.0, 572.0, 534.0, 30.0], shoonya_3s5OWHHD1I68VJ, 5710235]
[paragraph, [56.0, 607.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 625.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 643.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 661.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 679.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 697.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 715.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 733.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 751.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 769.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [56.0, 787.0, 742.0, 18.0], shoonya_2s1H1813XKGQCL, 5710235]
[paragraph, [53.0, 810.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 828.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 846.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 864.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 882.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 900.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 918.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 936.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 954.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 972.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 990.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 1008.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 1026.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 1044.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 1062.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
[paragraph, [53.0, 1080.0, 744.0, 18.0], shoonya_1s0LDAE3JGIKBZ, 5710235]
