[720, 504]
[folio, [35.0, 87.0, 132.0, 18.0], ECblq0q7Qj, 5652572]
[paragraph, [38.0, 110.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 128.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 146.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 164.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 182.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 200.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 218.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 236.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 254.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 272.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 290.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 308.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 326.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 344.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 362.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 380.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 398.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 416.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 434.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 452.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [38.0, 470.0, 200.0, 18.0], shoonya_1sHLXU00B90FUY, 5652572]
[paragraph, [245.0, 111.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 129.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 147.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 165.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 183.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 201.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 219.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 237.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 255.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 273.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 291.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 309.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 327.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 345.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [245.0, 363.0, 206.0, 18.0], shoonya_2sUBJJMW2916BI, 5652572]
[paragraph, [248.0, 394.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 412.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 430.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 448.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 466.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 484.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 502.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 520.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 538.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 556.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 574.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 592.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [248.0, 610.0, 198.0, 18.0], shoonya_0sUPLZADSBE8TN, 5652572]
[paragraph, [36.0, 495.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 513.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 531.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 549.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 567.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 585.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[paragraph, [36.0, 603.0, 205.0, 18.0], shoonya_3s8THZSRHK0RC1, 5652572]
[footnote, [203.0, 681.0, 95.0, 18.0], opSItryXOj, 5652572]
