[2339, 1653]
[paragraph, [322.0, 164.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 200.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 236.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 272.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 308.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 344.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 380.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 416.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [322.0, 452.0, 1137.0, 36.0], shoonya_1s0UG3QQOJ1GY7, 5734467]
[paragraph, [326.0, 502.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 538.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 574.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 610.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 646.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 682.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 718.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 754.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 790.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 826.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 862.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 898.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 934.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 970.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1006.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1042.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1078.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1114.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1150.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1186.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1222.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1258.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1294.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1330.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1366.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1402.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1438.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1474.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1510.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1546.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1582.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1618.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[paragraph, [326.0, 1654.0, 1133.0, 36.0], shoonya_2sVMAD3MYF5G6P, 5734467]
[section-title, [390.0, 1752.0, 726.0, 52.5], shoonya_3sN231C9K4D2TO, 5734467]
[paragraph, [323.0, 1823.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 1859.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 1895.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 1931.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 1967.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 2003.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[paragraph, [323.0, 2039.0, 1138.0, 36.0], shoonya_0s8NXWAV6IHXYP, 5734467]
[folio, [1101.0, 2151.0, 291.0, 36.0], oNcPTw_MdZ, 5734467]
