[1246, 844]
[chapter-title, [352.0, 35.0, 229.0, 30.0], shoonya_0sRPGXFPKZRVF1, 5776123]
[paragraph, [141.0, 86.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 104.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 122.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 140.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 158.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 176.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 194.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 212.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 230.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 248.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [141.0, 266.0, 646.0, 18.0], TZwDWEFTFf, 5776123]
[paragraph, [143.0, 290.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 308.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 326.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 344.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 362.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 380.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 398.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 416.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 434.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 452.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 470.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 488.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 506.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 524.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 542.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 560.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 578.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 596.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 614.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 632.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 650.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [143.0, 668.0, 648.0, 18.0], JworrRMuLK, 5776123]
[paragraph, [139.0, 690.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 708.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 726.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 744.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 762.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 780.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 798.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 816.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 834.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 852.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 870.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [139.0, 888.0, 652.0, 18.0], ib_e2PCNfJ, 5776123]
[paragraph, [137.0, 918.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 936.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 954.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 972.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 990.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 1008.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 1026.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 1044.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
[paragraph, [137.0, 1062.0, 657.0, 18.0], gypkKAp9gJ, 5776123]
