[1638, 1027]
[sidebar, [12.0, 128.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 164.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 200.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 236.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 272.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 308.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 344.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 380.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[sidebar, [12.0, 416.0, 474.0, 36.0], Fw_me_ihlp, 5653802]
[paragraph, [490.0, 130.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 166.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 202.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 238.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 274.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 310.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 346.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 382.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 418.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 454.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 490.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 526.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 562.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 598.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 634.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 670.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 706.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 742.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 778.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 814.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [490.0, 850.0, 420.0, 36.0], shoonya_1sMEUBAA1FUAMT, 5653802]
[paragraph, [51.0, 478.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 514.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 550.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 586.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 622.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 658.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 694.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 730.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 766.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 802.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 838.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 874.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 910.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 946.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 982.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1018.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1054.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1090.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1126.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1162.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1198.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1234.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1270.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1306.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1342.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1378.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [51.0, 1414.0, 434.0, 36.0], shoonya_3s8C9551PDAY7Z, 5653802]
[paragraph, [498.0, 912.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 948.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 984.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1020.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1056.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1092.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1128.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1164.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1200.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1236.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1272.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1308.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1344.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1380.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[paragraph, [498.0, 1416.0, 428.0, 36.0], shoonya_0sV8HTZ8VXHO09, 5653802]
[folio, [75.0, 1493.0, 178.0, 36.0], LEQP3daYnj, 5653802]
