[1447, 1063]
[folio, [419.0, 54.0, 197.0, 18.0], HRFOg069ht, 5762799]
[section-title, [482.0, 116.0, 98.0, 30.0], eju9JbXKGR, 5762799]
[sub-section-title, [345.0, 166.0, 374.0, 25.5], A53fyRXX_s, 5762799]
[paragraph, [108.0, 250.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 268.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 286.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 304.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 322.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 340.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 358.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 376.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 394.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 412.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 430.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 448.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 466.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 484.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [108.0, 502.0, 413.0, 18.0], shoonya_0sX6R3N1S64F7Z, 5762799]
[paragraph, [536.0, 255.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 273.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 291.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 309.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 327.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 345.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 363.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 381.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 399.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 417.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 435.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 453.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 471.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 489.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 507.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 525.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 543.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 561.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 579.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 597.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 615.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 633.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 651.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 669.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 687.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 705.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [536.0, 723.0, 410.0, 18.0], qKQMl0YhXZ, 5762799]
[paragraph, [108.0, 535.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 553.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 571.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 589.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 607.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 625.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 643.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 661.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 679.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 697.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 715.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 733.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 751.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 769.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 787.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 805.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 823.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 841.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 859.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 877.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 895.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 913.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 931.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 949.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 967.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 985.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 1003.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 1021.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [108.0, 1039.0, 412.0, 18.0], KG_1xH7e26, 5762799]
[paragraph, [536.0, 759.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 777.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 795.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 813.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 831.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 849.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 867.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 885.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 903.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 921.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 939.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 957.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 975.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 993.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [536.0, 1011.0, 411.0, 18.0], M0Yn2aleID, 5762799]
[paragraph, [534.0, 1055.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1073.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1091.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1109.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1127.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1145.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
[paragraph, [534.0, 1163.0, 417.0, 18.0], QIIu0YSvhb, 5762799]
