[780, 539]
[chapter-title, [256.0, 86.0, 205.0, 30.0], shoonya_4sIYWP6QYEYN9S, 5767171]
[author, [337.0, 135.0, 125.0, 18.0], shoonya_2sSICCXLKQ38XP, 5767171]
[paragraph, [29.0, 236.0, 467.0, 18.0], vtB5QritQZ, 5767171]
[paragraph, [29.0, 254.0, 467.0, 18.0], vtB5QritQZ, 5767171]
[paragraph, [23.0, 282.0, 479.0, 18.0], h8n8KVq8M-, 5767171]
[paragraph, [23.0, 300.0, 479.0, 18.0], h8n8KVq8M-, 5767171]
[paragraph, [23.0, 318.0, 479.0, 18.0], h8n8KVq8M-, 5767171]
[paragraph, [23.0, 336.0, 479.0, 18.0], h8n8KVq8M-, 5767171]
[paragraph, [22.0, 363.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 381.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 399.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 417.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 435.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 453.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 471.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 489.0, 484.0, 18.0], shoonya_0sRAQOWU0B4FZX, 5767171]
[paragraph, [22.0, 527.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 545.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 563.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 581.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 599.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 617.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 635.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 653.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 671.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[paragraph, [22.0, 689.0, 472.0, 18.0], nk_4Sm0dHQ, 5767171]
[folio, [247.0, 735.0, 219.0, 18.0], gz4454nCPE, 5767171]
