[2806, 1984]
[headline, [293.0, 193.0, 470.0, 52.5], shoonya_0s5BFSOMVQLRPR, 5694206]
[paragraph, [1020.0, 205.0, 673.0, 46.5], aihw-0xHF5, 5694206]
[paragraph, [1020.0, 251.5, 673.0, 46.5], aihw-0xHF5, 5694206]
[paragraph, [1020.0, 298.0, 673.0, 46.5], aihw-0xHF5, 5694206]
[paragraph, [304.0, 292.0, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 338.5, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 385.0, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 431.5, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 478.0, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 524.5, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [304.0, 571.0, 671.0, 46.5], PwCUnBlVoo, 5694206]
[paragraph, [1020.0, 378.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 424.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 471.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 517.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 564.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 610.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 657.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 703.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 750.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 796.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 843.0, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [1020.0, 889.5, 673.0, 46.5], KJHxtn8OzI, 5694206]
[paragraph, [302.0, 663.0, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 709.5, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 756.0, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 802.5, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 849.0, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 895.5, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 942.0, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [302.0, 988.5, 673.0, 46.5], Qb37Vz5PwR, 5694206]
[paragraph, [1007.0, 948.0, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 994.5, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 1041.0, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 1087.5, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 1134.0, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 1180.5, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1007.0, 1227.0, 704.0, 46.5], vNDifbEy1j, 5694206]
[paragraph, [1001.0, 1282.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1328.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1375.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1421.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1468.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1514.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1561.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1607.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1654.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1700.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1747.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1793.5, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [1001.0, 1840.0, 710.0, 46.5], tRLMtRy9Xd, 5694206]
[paragraph, [265.0, 1842.0, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 1888.5, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 1935.0, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 1981.5, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 2028.0, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 2074.5, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 2121.0, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 2167.5, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
[paragraph, [265.0, 2214.0, 700.0, 46.5], mXcuGZ8Qo6, 5694206]
