[1823, 1375]
[folio, [493.0, 110.0, 376.0, 36.0], shoonya_1sDNCR8VJ6S6PN, 5683844]
[ordered-list, [694.0, 171.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 207.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 243.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 279.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 315.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 351.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 387.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 423.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 459.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 495.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 531.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 567.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 603.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 639.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 675.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 711.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 747.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 783.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 819.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 855.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 891.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 927.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 963.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 999.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1035.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1071.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1107.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1143.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1179.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1215.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1251.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1287.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1323.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1359.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1395.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1431.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1467.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1503.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1539.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1575.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1611.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1647.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [694.0, 1683.0, 584.0, 36.0], s1Tfu7Mzfi, 5683844]
[ordered-list, [92.0, 174.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 210.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 246.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 282.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 318.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 354.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 390.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 426.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 462.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 498.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 534.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 570.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 606.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 642.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 678.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 714.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 750.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 786.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 822.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 858.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 894.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 930.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 966.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1002.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1038.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1074.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1110.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1146.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1182.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1218.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1254.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1290.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1326.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1362.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1398.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1434.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1470.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1506.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1542.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1578.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1614.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1650.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
[ordered-list, [92.0, 1686.0, 590.0, 36.0], 25FJZgwzd3, 5683844]
