[1226, 792]
[paragraph, [75.0, 109.0, 514.0, 18.0], DgiSUlolTl, 5700963]
[ordered-list, [77.0, 139.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 157.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 175.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 193.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 211.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 229.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 247.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 265.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 283.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 301.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 319.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 337.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 355.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 373.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 391.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 409.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 427.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 445.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 463.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 481.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 499.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 517.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 535.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 553.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[ordered-list, [77.0, 571.0, 680.0, 18.0], shoonya_0sNHBX1E9ENG44, 5700963]
[paragraph, [79.0, 656.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 674.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 692.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 710.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 728.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 746.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 764.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 782.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 800.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 818.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 836.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 854.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 872.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 890.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[paragraph, [79.0, 908.0, 664.0, 18.0], shoonya_1sOTFBVG2GZM7J, 5700963]
[quote, [78.0, 929.0, 632.0, 18.0], shoonya_5sBVPP7LC4J0K0, 5700963]
[quote, [78.0, 947.0, 632.0, 18.0], shoonya_5sBVPP7LC4J0K0, 5700963]
[quote, [149.0, 983.0, 590.0, 18.0], xmmjhcdlup, 5700963]
[quote, [81.0, 1010.0, 657.0, 18.0], FwTfY6Piz1, 5700963]
[quote, [81.0, 1028.0, 657.0, 18.0], FwTfY6Piz1, 5700963]
[paragraph, [88.0, 1089.0, 654.0, 18.0], shoonya_3sILNW003ZO1LK, 5700963]
[paragraph, [88.0, 1107.0, 654.0, 18.0], shoonya_3sILNW003ZO1LK, 5700963]
[paragraph, [88.0, 1125.0, 654.0, 18.0], shoonya_3sILNW003ZO1LK, 5700963]
