[1754, 1240]
[paragraph, [19.0, 36.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 72.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 108.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 144.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 180.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 216.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 252.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[paragraph, [19.0, 288.0, 1031.0, 36.0], h9kr1pnY1h, 6475841]
[second-level-question, [47.0, 458.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 494.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 530.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 566.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 602.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 638.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 674.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 710.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 746.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 782.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 818.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 854.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 890.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 926.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 962.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 998.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1034.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1070.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1106.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1142.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1178.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1214.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1250.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1286.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1322.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1358.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1394.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1430.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[second-level-question, [47.0, 1466.0, 1093.0, 36.0], KcEm-Cm5OG, 6475841]
[third-level-question, [113.0, 463.0, 758.0, 18.0], ejhNiU4Q06, 6475841]
[third-level-question, [113.0, 481.0, 758.0, 18.0], ejhNiU4Q06, 6475841]
[third-level-question, [113.0, 499.0, 758.0, 18.0], ejhNiU4Q06, 6475841]
[third-level-question, [113.0, 517.0, 758.0, 18.0], ejhNiU4Q06, 6475841]
[third-level-question, [113.0, 535.0, 758.0, 18.0], ejhNiU4Q06, 6475841]
[options, [210.0, 507.0, 653.0, 36.0], PvzGQ3UYNF, 6475841]
[third-level-question, [115.0, 577.0, 736.0, 18.0], 4Mn42yypzC, 6475841]
[third-level-question, [115.0, 595.0, 736.0, 18.0], 4Mn42yypzC, 6475841]
[third-level-question, [115.0, 613.0, 736.0, 18.0], 4Mn42yypzC, 6475841]
[third-level-question, [115.0, 631.0, 736.0, 18.0], 4Mn42yypzC, 6475841]
[third-level-question, [115.0, 649.0, 736.0, 18.0], 4Mn42yypzC, 6475841]
[options, [217.0, 620.0, 401.0, 36.0], xlBc1IHKSQ, 6475841]
[third-level-question, [123.0, 732.0, 711.0, 18.0], HEJiB4yJOq, 6475841]
[third-level-question, [123.0, 750.0, 711.0, 18.0], HEJiB4yJOq, 6475841]
[third-level-question, [123.0, 768.0, 711.0, 18.0], HEJiB4yJOq, 6475841]
[third-level-question, [123.0, 786.0, 711.0, 18.0], HEJiB4yJOq, 6475841]
[third-level-question, [123.0, 804.0, 711.0, 18.0], HEJiB4yJOq, 6475841]
[options, [223.0, 775.0, 600.0, 36.0], yqOyPinngQ, 6475841]
[third-level-question, [126.0, 850.0, 578.0, 18.0], dqzqGTIAb9, 6475841]
[third-level-question, [126.0, 868.0, 578.0, 18.0], dqzqGTIAb9, 6475841]
[third-level-question, [126.0, 886.0, 578.0, 18.0], dqzqGTIAb9, 6475841]
[third-level-question, [126.0, 904.0, 578.0, 18.0], dqzqGTIAb9, 6475841]
[third-level-question, [126.0, 922.0, 578.0, 18.0], dqzqGTIAb9, 6475841]
[options, [229.0, 890.0, 416.0, 36.0], s_2LiV-dG1, 6475841]
[third-level-question, [129.0, 1003.0, 890.0, 18.0], 52j_yu9M3l, 6475841]
[third-level-question, [129.0, 1021.0, 890.0, 18.0], 52j_yu9M3l, 6475841]
[third-level-question, [129.0, 1039.0, 890.0, 18.0], 52j_yu9M3l, 6475841]
[third-level-question, [129.0, 1057.0, 890.0, 18.0], 52j_yu9M3l, 6475841]
[third-level-question, [129.0, 1075.0, 890.0, 18.0], 52j_yu9M3l, 6475841]
[options, [232.0, 1048.0, 779.0, 36.0], TZX2JZ9HWw, 6475841]
[third-level-question, [137.0, 1116.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1134.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1152.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1170.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1188.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1206.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1224.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1242.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1260.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1278.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1296.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1314.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1332.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1350.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1368.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1386.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1404.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1422.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1440.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1458.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[third-level-question, [137.0, 1476.0, 434.0, 18.0], TAFKjtVivW, 6475841]
[options, [186.0, 1165.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1201.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1237.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1273.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1309.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1345.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1381.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1417.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[options, [186.0, 1453.0, 344.0, 36.0], rL0aTEQDS8, 6475841]
[folio, [28.0, 1550.0, 275.0, 36.0], VTL8X7hWHz, 6475841]
