[3060, 3960]
[section-title, [14.0, 435.0, 1019.0, 93.0], Gphnp_cvhp, 5696115]
[unordered-list, [1168.0, 718.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 770.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 823.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 875.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 928.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 980.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1033.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1085.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1138.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1190.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1243.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1295.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1348.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1400.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1453.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1505.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1558.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1610.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1663.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1715.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1768.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1820.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1873.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1925.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 1978.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 2030.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 2083.0, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[unordered-list, [1168.0, 2135.5, 1313.0, 52.5], shoonya_3sTIU9PQXWEBAY, 5696115]
[folio, [1154.0, 2434.0, 1400.0, 52.5], shoonya_4sZL1XXN2ZUDQB, 5696115]
[folio, [1154.0, 2486.5, 1400.0, 52.5], shoonya_4sZL1XXN2ZUDQB, 5696115]
