[1754, 1241]
[folio, [200.0, 3.0, 173.0, 36.0], LzsNUj3OzX, 5744637]
[headline, [51.0, 91.0, 894.0, 37.5], shoonya_4sCJY4P2QH41ZW, 5744637]
[headline, [51.0, 128.5, 894.0, 37.5], shoonya_4sCJY4P2QH41ZW, 5744637]
[headline, [51.0, 166.0, 894.0, 37.5], shoonya_4sCJY4P2QH41ZW, 5744637]
[paragraph, [49.0, 249.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 285.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 321.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 357.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 393.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 429.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 465.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 501.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 537.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 573.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 609.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 645.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 681.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 717.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 753.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 789.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [49.0, 825.0, 369.0, 36.0], shoonya_2sNA6T9MG0GX34, 5744637]
[paragraph, [437.0, 630.0, 362.0, 36.0], shoonya_8sBW4UYZ6T010F, 5744637]
[paragraph, [437.0, 666.0, 362.0, 36.0], shoonya_8sBW4UYZ6T010F, 5744637]
[paragraph, [819.0, 630.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 666.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 702.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 738.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 774.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 810.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 846.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [819.0, 882.0, 366.0, 36.0], shoonya_11sZ6RJAH14WO7, 5744637]
[paragraph, [436.0, 740.0, 364.0, 36.0], shoonya_9sSDG8NP6PL487, 5744637]
[paragraph, [436.0, 776.0, 364.0, 36.0], shoonya_9sSDG8NP6PL487, 5744637]
[paragraph, [436.0, 812.0, 364.0, 36.0], shoonya_9sSDG8NP6PL487, 5744637]
[paragraph, [436.0, 848.0, 364.0, 36.0], shoonya_9sSDG8NP6PL487, 5744637]
[headline, [54.0, 998.0, 1108.0, 37.5], shoonya_6sDMK8ORC7OVDS, 5744637]
[headline, [54.0, 1035.5, 1108.0, 37.5], shoonya_6sDMK8ORC7OVDS, 5744637]
[paragraph, [35.0, 1099.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [35.0, 1135.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [35.0, 1171.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [35.0, 1207.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [35.0, 1243.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [35.0, 1279.0, 391.0, 36.0], 2f-3Pa7Niv, 5744637]
[paragraph, [815.0, 1105.0, 372.0, 36.0], BizA_yQwei, 5744637]
[paragraph, [815.0, 1141.0, 372.0, 36.0], BizA_yQwei, 5744637]
[paragraph, [436.0, 1109.0, 365.0, 36.0], shoonya_5s504S7ISA4ZDF, 5744637]
[paragraph, [436.0, 1145.0, 365.0, 36.0], shoonya_5s504S7ISA4ZDF, 5744637]
[paragraph, [436.0, 1181.0, 365.0, 36.0], shoonya_5s504S7ISA4ZDF, 5744637]
[paragraph, [436.0, 1217.0, 365.0, 36.0], shoonya_5s504S7ISA4ZDF, 5744637]
[paragraph, [436.0, 1253.0, 365.0, 36.0], shoonya_5s504S7ISA4ZDF, 5744637]
[paragraph, [820.0, 1200.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1236.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1272.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1308.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1344.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1380.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1416.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1452.0, 365.0, 36.0], shoonya_0sXBDL7WBI9OU7, 5744637]
[paragraph, [820.0, 1517.0, 365.0, 36.0], shoonya_13sXW3EI7NBSAF, 5744637]
[paragraph, [820.0, 1553.0, 365.0, 36.0], shoonya_13sXW3EI7NBSAF, 5744637]
[paragraph, [820.0, 1589.0, 365.0, 36.0], shoonya_13sXW3EI7NBSAF, 5744637]
