[1987, 1270]
[folio, [599.0, 122.0, 89.0, 36.0], _0RUqI2qVf, 5682060]
[paragraph, [132.0, 189.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 225.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 261.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 297.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 333.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 369.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 405.0, 1014.0, 36.0], shoonya_0s5MGWPTA6876I, 5682060]
[paragraph, [132.0, 455.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 491.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 527.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 563.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 599.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 635.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 671.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 707.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 743.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 779.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 815.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [132.0, 851.0, 1011.0, 36.0], shoonya_1s7ZVHSVCOKWEZ, 5682060]
[paragraph, [131.0, 927.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 963.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 999.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 1035.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 1071.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 1107.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 1143.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [131.0, 1179.0, 1012.0, 36.0], shoonya_2sBCVGD33SSRKR, 5682060]
[paragraph, [133.0, 1242.0, 1009.0, 36.0], shoonya_7s6BTF9NWAAQGU, 5682060]
[paragraph, [133.0, 1278.0, 1009.0, 36.0], shoonya_7s6BTF9NWAAQGU, 5682060]
[paragraph, [132.0, 1349.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1385.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1421.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1457.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1493.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1529.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [132.0, 1565.0, 1012.0, 36.0], shoonya_3sZWYHLLZT75HD, 5682060]
[paragraph, [135.0, 1611.0, 1013.0, 36.0], shoonya_6sJSKCYLZSD0CT, 5682060]
[paragraph, [135.0, 1647.0, 1013.0, 36.0], shoonya_6sJSKCYLZSD0CT, 5682060]
[paragraph, [130.0, 1717.0, 1014.0, 36.0], shoonya_4sO32EFTTW2LC0, 5682060]
[paragraph, [130.0, 1753.0, 1014.0, 36.0], shoonya_4sO32EFTTW2LC0, 5682060]
[paragraph, [130.0, 1789.0, 1014.0, 36.0], shoonya_4sO32EFTTW2LC0, 5682060]
[paragraph, [130.0, 1825.0, 1014.0, 36.0], shoonya_4sO32EFTTW2LC0, 5682060]
