[1320, 1176]
[folio, [950.0, 65.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[folio, [950.0, 83.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[folio, [950.0, 101.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[folio, [950.0, 119.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[folio, [950.0, 137.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[folio, [950.0, 155.0, 158.0, 18.0], shoonya_8sPA6L8P2KUVFC, 5694682]
[paragraph, [779.0, 190.0, 328.0, 18.0], shoonya_12sAWM29PJZKFI, 5694682]
[paragraph, [779.0, 208.0, 328.0, 18.0], shoonya_12sAWM29PJZKFI, 5694682]
[paragraph, [779.0, 226.0, 328.0, 18.0], shoonya_12sAWM29PJZKFI, 5694682]
[paragraph, [779.0, 244.0, 328.0, 18.0], shoonya_12sAWM29PJZKFI, 5694682]
[paragraph, [779.0, 262.0, 328.0, 18.0], shoonya_12sAWM29PJZKFI, 5694682]
[paragraph, [453.0, 200.0, 64.0, 18.0], Flx55DxHvz, 5694682]
[paragraph, [84.0, 216.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [84.0, 234.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [84.0, 252.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [84.0, 270.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [84.0, 288.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [84.0, 306.0, 329.0, 18.0], shoonya_7s8VOYYDSMN08C, 5694682]
[paragraph, [428.0, 228.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [428.0, 246.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [428.0, 264.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [428.0, 282.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [428.0, 300.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [428.0, 318.0, 338.0, 18.0], nfwcY-k7bx, 5694682]
[paragraph, [775.0, 287.0, 337.0, 18.0], 1qZOqFJWYe, 5694682]
[paragraph, [775.0, 305.0, 337.0, 18.0], 1qZOqFJWYe, 5694682]
[paragraph, [113.0, 344.0, 247.0, 18.0], 3zz7uD812Y, 5694682]
[paragraph, [774.0, 346.0, 326.0, 18.0], RtLB10Jp0P, 5694682]
[paragraph, [774.0, 364.0, 326.0, 18.0], RtLB10Jp0P, 5694682]
[paragraph, [774.0, 382.0, 326.0, 18.0], RtLB10Jp0P, 5694682]
[paragraph, [774.0, 400.0, 326.0, 18.0], RtLB10Jp0P, 5694682]
[paragraph, [78.0, 375.0, 344.0, 18.0], 5qaRnJgptB, 5694682]
[paragraph, [78.0, 393.0, 344.0, 18.0], 5qaRnJgptB, 5694682]
[paragraph, [78.0, 411.0, 344.0, 18.0], 5qaRnJgptB, 5694682]
[paragraph, [78.0, 429.0, 344.0, 18.0], 5qaRnJgptB, 5694682]
[paragraph, [78.0, 447.0, 344.0, 18.0], 5qaRnJgptB, 5694682]
[paragraph, [769.0, 433.0, 331.0, 18.0], GHO7l4_w53, 5694682]
[paragraph, [769.0, 451.0, 331.0, 18.0], GHO7l4_w53, 5694682]
[paragraph, [86.0, 487.0, 337.0, 18.0], hzxnG-gOKz, 5694682]
[paragraph, [86.0, 505.0, 337.0, 18.0], hzxnG-gOKz, 5694682]
[paragraph, [86.0, 523.0, 337.0, 18.0], hzxnG-gOKz, 5694682]
[paragraph, [86.0, 541.0, 337.0, 18.0], hzxnG-gOKz, 5694682]
[paragraph, [781.0, 489.0, 319.0, 18.0], acJWkFkBtA, 5694682]
[paragraph, [781.0, 507.0, 319.0, 18.0], acJWkFkBtA, 5694682]
[paragraph, [783.0, 542.0, 323.0, 18.0], qoLK6KEbgm, 5694682]
[paragraph, [783.0, 560.0, 323.0, 18.0], qoLK6KEbgm, 5694682]
[paragraph, [783.0, 578.0, 323.0, 18.0], qoLK6KEbgm, 5694682]
[paragraph, [783.0, 596.0, 323.0, 18.0], qoLK6KEbgm, 5694682]
[paragraph, [66.0, 570.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 588.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 606.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 624.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 642.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 660.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 678.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 696.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 714.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 732.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 750.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 768.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [66.0, 786.0, 345.0, 18.0], fogka2Pn7J, 5694682]
[paragraph, [775.0, 633.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 651.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 669.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 687.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 705.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 723.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 741.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 759.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 777.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 795.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 813.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 831.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 849.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 867.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 885.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 903.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[paragraph, [775.0, 921.0, 326.0, 18.0], shoonya_0sQ80GZLSR7ECI, 5694682]
[figure-caption, [463.0, 754.0, 260.0, 18.0], i5UvUZ6JDy, 5694682]
[figure-caption, [463.0, 772.0, 260.0, 18.0], i5UvUZ6JDy, 5694682]
[paragraph, [418.0, 804.0, 341.0, 18.0], EWesrufArT, 5694682]
[paragraph, [418.0, 822.0, 341.0, 18.0], EWesrufArT, 5694682]
[paragraph, [418.0, 840.0, 341.0, 18.0], EWesrufArT, 5694682]
[paragraph, [81.0, 821.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [81.0, 839.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [81.0, 857.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [81.0, 875.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [81.0, 893.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [81.0, 911.0, 328.0, 18.0], shoonya_1sKN5XGSZAPGII, 5694682]
[paragraph, [437.0, 869.0, 322.0, 18.0], nxJe_K5OM6, 5694682]
[paragraph, [437.0, 887.0, 322.0, 18.0], nxJe_K5OM6, 5694682]
[paragraph, [428.0, 922.0, 325.0, 18.0], shoonya_15sESEF6BSENNS, 5694682]
[paragraph, [428.0, 940.0, 325.0, 18.0], shoonya_15sESEF6BSENNS, 5694682]
[paragraph, [428.0, 958.0, 325.0, 18.0], shoonya_15sESEF6BSENNS, 5694682]
[paragraph, [78.0, 933.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 951.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 969.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 987.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 1005.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 1023.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [78.0, 1041.0, 328.0, 18.0], shoonya_2sHZF7VVV409YI, 5694682]
[paragraph, [772.0, 940.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [772.0, 958.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [772.0, 976.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [772.0, 994.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [772.0, 1012.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [772.0, 1030.0, 335.0, 18.0], shoonya_13s98C8QWUHWGK, 5694682]
[paragraph, [424.0, 1013.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1031.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1049.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1067.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1085.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1103.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1121.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1139.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [424.0, 1157.0, 327.0, 18.0], shoonya_9sVD1NJDY35OA6, 5694682]
[paragraph, [772.0, 1065.0, 322.0, 18.0], JJBGQsokw_, 5694682]
[paragraph, [772.0, 1083.0, 322.0, 18.0], JJBGQsokw_, 5694682]
[paragraph, [772.0, 1101.0, 322.0, 18.0], JJBGQsokw_, 5694682]
[paragraph, [75.0, 1079.0, 327.0, 18.0], shoonya_5sAQZXG40E6K54, 5694682]
[paragraph, [75.0, 1097.0, 327.0, 18.0], shoonya_5sAQZXG40E6K54, 5694682]
[paragraph, [75.0, 1115.0, 327.0, 18.0], shoonya_5sAQZXG40E6K54, 5694682]
[paragraph, [75.0, 1133.0, 327.0, 18.0], shoonya_5sAQZXG40E6K54, 5694682]
[paragraph, [775.0, 1122.0, 319.0, 18.0], qw0fvbGPkI, 5694682]
[paragraph, [775.0, 1140.0, 319.0, 18.0], qw0fvbGPkI, 5694682]
[paragraph, [775.0, 1158.0, 319.0, 18.0], qw0fvbGPkI, 5694682]
[paragraph, [72.0, 1170.0, 330.0, 18.0], shoonya_6sURIOT8HBS3A8, 5694682]
[paragraph, [72.0, 1188.0, 330.0, 18.0], shoonya_6sURIOT8HBS3A8, 5694682]
[paragraph, [72.0, 1206.0, 330.0, 18.0], shoonya_6sURIOT8HBS3A8, 5694682]
[paragraph, [72.0, 1224.0, 330.0, 18.0], shoonya_6sURIOT8HBS3A8, 5694682]
[paragraph, [72.0, 1242.0, 330.0, 18.0], shoonya_6sURIOT8HBS3A8, 5694682]
[paragraph, [420.0, 1181.0, 332.0, 18.0], shoonya_3sQDRQC07M7TX2, 5694682]
[paragraph, [420.0, 1199.0, 332.0, 18.0], shoonya_3sQDRQC07M7TX2, 5694682]
[paragraph, [420.0, 1217.0, 332.0, 18.0], shoonya_3sQDRQC07M7TX2, 5694682]
[paragraph, [420.0, 1235.0, 332.0, 18.0], shoonya_3sQDRQC07M7TX2, 5694682]
[paragraph, [765.0, 1187.0, 345.0, 18.0], w6rAYMXCJL, 5694682]
[paragraph, [765.0, 1205.0, 345.0, 18.0], w6rAYMXCJL, 5694682]
[paragraph, [783.0, 1236.0, 307.0, 18.0], qT8dEP7Ntg, 5694682]
[paragraph, [783.0, 1254.0, 307.0, 18.0], qT8dEP7Ntg, 5694682]
