[2084, 1289]
[paragraph, [70.0, 266.0, 1128.0, 36.0], VxoJb0j-82, 5660489]
[paragraph, [70.0, 302.0, 1128.0, 36.0], VxoJb0j-82, 5660489]
[ordered-list, [114.0, 381.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 417.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 453.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 489.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 525.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 561.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 597.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 633.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 669.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 705.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 741.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 777.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 813.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 849.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 885.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 921.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 957.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 993.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1029.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1065.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1101.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1137.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1173.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1209.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1245.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1281.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1317.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1353.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1389.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1425.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1461.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1497.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1533.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1569.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1605.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1641.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1677.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1713.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1749.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1785.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[ordered-list, [114.0, 1821.0, 1048.0, 36.0], shoonya_0sV8EB0TA8F93W, 5660489]
[folio, [624.0, 1923.0, 663.0, 36.0], shoonya_6sODTVYSQQHRJD, 5660489]
[folio, [624.0, 1959.0, 663.0, 36.0], shoonya_6sODTVYSQQHRJD, 5660489]
